Player,Season_x,Age_x,Tm_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
Chris Copeland,2014-15,30,IND,NBA,50,16.6,6-9,12,828,4.9,13.5,2.6,6.2,2.3,7.3,1.4,2.0,1.0,3.8,4.8,2.2,0.5,0.5,2.6,3.4,13.4,0.361,0.42,0.311,0.445,0.733,0.468,7.4,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1.0,15.2,21.3,88,106,-0.9,0.8,-0.1,-0.008,-2.8,-1.5,-4.3,-0.5,0.713896103896,2.48324675325,15.3636363636,9.64935064935,0.155844155844,0.0779220779221,0.532467532468,0.961038961039,1.24242424242
Chris Kaman,2014-15,32,POR,NBA,74,18.9,7-0,13,1398,7.3,14.1,7.3,14.1,0.0,0.0,1.9,2.6,3.8,8.6,12.5,1.7,0.5,1.4,2.8,3.6,16.4,0.515,0.515,,0.515,0.706,0.537,17.3,0.0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,103,101,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2,1.11188235294,3.58376470588,28.0588235294,18.6705882353,0.247058823529,0.0352941176471,2.92941176471,5.56470588235,3.32
Chris Paul,2014-15,29,LAC,NBA,82,34.8,6-0,82,2857,7.2,14.7,5.4,10.3,1.8,4.4,3.6,4.0,0.7,4.1,4.7,10.6,2.0,0.2,2.4,2.6,19.7,0.485,0.523,0.398,0.545,0.9,0.596,26.0,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,126,105,12.9,3.2,16.1,0.27,7.5,0.0,7.5,6.9,2.2920212766,3.90627659574,94.0212765957,69.9680851064,2.78723404255,0.978723404255,0.81914893617,1.46808510638,1.11594202899
Cody Zeller,2014-15,22,CHO,NBA,62,24.0,7-0,45,1487,4.2,9.0,4.1,9.0,0.0,0.0,3.1,4.0,2.3,6.4,8.8,2.4,0.8,1.2,1.5,3.8,11.4,0.461,0.46,1.0,0.462,0.774,0.53,14.1,0.003,0.44,7.0,20.1,13.4,10.9,1.2,2.6,12.2,15.6,108,102,1.6,2.2,3.8,0.123,-2.1,2.5,0.4,0.9,1.76777777778,4.42285714286,52.0317460317,43.1746031746,0.396825396825,0.015873015873,1.96825396825,4.03174603175,2.06666666667
Cole Aldrich,2014-15,26,NYK,NBA,61,16.0,6-11,16,976,5.3,11.1,5.3,11.1,0.0,0.0,1.8,2.4,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5,0.478,0.478,,0.478,0.781,0.513,18.1,0.0,0.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,104,102,0.8,1.4,2.2,0.107,-2.2,3.1,0.9,0.7,0.782195121951,2.86804878049,24.7682926829,19.3048780488,0.219512195122,0.0731707317073,2.23170731707,4.35365853659,3.21052631579
Corey Brewer,2014-15,28,TOT,NBA,80,26.1,6-9,17,2087,5.9,13.9,4.8,9.8,1.1,4.1,2.9,3.9,1.4,3.7,5.1,3.0,2.0,0.3,2.3,3.0,15.8,0.426,0.491,0.268,0.465,0.743,0.507,13.9,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,101,106,1.0,2.1,3.1,0.071,-0.8,-0.3,-1.1,0.5,1.82525773196,4.21731958763,35.7216494845,21.7525773196,0.556701030928,0.257731958763,1.05154639175,1.85567010309,1.36
Cory Jefferson,2014-15,24,BRK,NBA,50,10.6,6-9,1,531,5.1,11.3,4.9,10.3,0.1,1.0,2.1,3.7,3.2,6.6,9.8,1.1,0.7,1.4,1.4,4.1,12.4,0.449,0.48,0.133,0.455,0.574,0.48,13.2,0.09,0.323,10.0,20.6,15.3,4.8,1.0,3.2,9.5,18.1,101,106,0.2,0.6,0.8,0.071,-3.3,-0.4,-3.7,-0.2,0.516621621622,2.97175675676,11.5675675676,8.52702702703,0.0540540540541,0.0135135135135,0.702702702703,1.47297297297,1.44444444444
Cory Joseph,2014-15,23,SAS,NBA,79,18.3,6-3,14,1444,5.2,10.2,4.8,9.1,0.4,1.1,2.6,3.6,1.1,3.7,4.8,4.7,1.1,0.4,1.7,2.6,13.3,0.504,0.52,0.364,0.523,0.734,0.564,15.5,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17.0,115,104,2.7,1.8,4.5,0.149,0.2,0.5,0.7,1.0,1.27853932584,4.28719101124,37.6966292135,30.3258426966,0.651685393258,0.112359550562,0.662921348315,1.22471910112,1.1568627451
Courtney Lee,2014-15,29,MEM,NBA,77,30.6,6-5,74,2354,4.4,9.8,3.0,6.4,1.4,3.4,1.7,2.0,0.3,2.4,2.7,2.3,1.1,0.2,1.2,2.0,11.9,0.448,0.473,0.402,0.518,0.86,0.555,11.5,0.348,0.201,1.0,7.6,4.3,9.8,1.7,0.4,10.0,15.2,109,106,2.5,2.4,4.8,0.099,0.3,0.2,0.5,1.5,2.14573033708,4.16325842697,40.9662921348,29.9213483146,0.674157303371,0.325842696629,0.651685393258,1.10112359551,1.01754385965
DJ Augustin,2014-15,27,TOT,NBA,82,24.0,6-0,14,1964,4.7,11.9,3.2,7.4,1.5,4.5,3.3,3.8,0.4,2.6,3.0,6.5,0.9,0.1,2.7,1.7,14.2,0.399,0.436,0.337,0.463,0.868,0.527,13.9,0.38,0.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,107,110,2.5,0.9,3.4,0.083,0.2,-2.7,-2.5,-0.3,1.65207317073,4.14536585366,55.1219512195,41.1829268293,1.18292682927,0.341463414634,0.585365853659,0.841463414634,1.04347826087
Damian Lillard,2014-15,24,POR,NBA,82,35.7,6-3,82,2925,7.3,16.7,4.8,9.7,2.4,7.0,4.2,4.9,0.6,4.0,4.7,6.2,1.2,0.3,2.7,2.0,21.2,0.434,0.5,0.343,0.506,0.864,0.56,20.7,0.421,0.293,1.8,11.8,6.9,29.0,1.7,0.5,12.6,26.9,112,105,7.3,3.3,10.6,0.174,5.0,0.0,5.1,5.2,2.52068965517,4.20862068966,87.0574712644,61.8965517241,1.31034482759,0.344827586207,0.908045977011,1.44827586207,1.27419354839
Damjan Rudez,2014-15,28,IND,NBA,68,15.4,6-10,2,1047,4.1,9.0,1.7,3.2,2.4,5.8,0.6,0.8,0.3,1.3,1.6,1.8,0.6,0.2,1.6,2.7,11.1,0.452,0.538,0.406,0.584,0.696,0.591,8.2,0.646,0.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,105,109,0.6,0.7,1.3,0.061,-0.7,-1.8,-2.5,-0.1,0.887317073171,3.46036585366,14.8414634146,10.7073170732,0.182926829268,0.0975609756098,0.256097560976,0.536585365854,0.677419354839
Danilo Gallinari,2014-15,26,DEN,NBA,59,24.2,6-10,27,1426,5.8,14.3,3.1,6.7,2.7,7.6,4.3,4.8,0.8,4.7,5.5,2.1,1.2,0.5,1.4,2.4,18.5,0.401,0.453,0.355,0.496,0.895,0.563,16.8,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,114,109,3.0,1.0,3.9,0.132,2.3,-1.1,1.3,1.2,1.43636363636,3.58181818182,31.5,19.4090909091,0.272727272727,0.181818181818,1.19696969697,2.28787878788,1.64583333333
Danny Green,2014-15,27,SAS,NBA,81,28.5,6-6,80,2312,5.0,11.5,2.0,4.4,3.0,7.1,1.7,2.0,0.8,4.5,5.3,2.5,1.6,1.4,1.4,2.5,14.7,0.436,0.466,0.418,0.566,0.874,0.596,16.5,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,114,100,4.0,3.9,7.8,0.163,2.8,2.2,5.0,4.1,2.11685393258,4.4591011236,46.5730337079,34.7303370787,0.831460674157,0.213483146067,1.48314606742,3.07865168539,1.59036144578
Dante Cunningham,2014-15,27,NOP,NBA,66,25.0,6-8,27,1652,3.4,7.4,3.4,7.2,0.0,0.2,0.6,1.0,1.5,4.1,5.6,1.1,1.0,0.8,0.8,2.2,7.4,0.457,0.468,0.1,0.459,0.617,0.473,8.9,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,102,108,0.5,1.2,1.6,0.047,-2.6,1.0,-1.6,0.2,1.82428571429,4.45342857143,27.9,21.5714285714,0.3,0.0285714285714,1.48571428571,2.98571428571,1.67741935484
Dante Exum,2014-15,19,UTA,NBA,82,22.2,6-6,41,1817,2.9,8.2,1.2,3.0,1.6,5.2,0.4,0.6,0.5,2.1,2.6,3.9,0.8,0.3,2.3,2.9,7.8,0.349,0.408,0.314,0.448,0.625,0.457,5.7,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,90,109,-1.1,1.0,-0.1,-0.003,-2.6,-1.3,-3.8,-0.8,1.57707317073,4.28536585366,45.1707317073,36.8170731707,0.682926829268,0.30487804878,0.512195121951,0.80487804878,0.875
Darrell Arthur,2014-15,26,DEN,NBA,58,17.0,6-9,4,988,5.6,14.0,4.7,10.0,0.9,4.0,1.7,2.1,1.9,4.3,6.2,2.1,1.7,0.9,1.7,5.3,13.9,0.404,0.471,0.236,0.438,0.78,0.466,11.5,0.286,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20.0,97,106,-0.1,0.9,0.9,0.042,-1.8,0.7,-1.1,0.2,0.884266666667,3.12093333333,19.2933333333,12.92,0.12,0.12,1.24,2.46666666667,1.75471698113
David West,2014-15,34,IND,NBA,66,28.7,6-9,66,1895,6.1,13.0,6.1,12.7,0.1,0.4,2.3,3.1,2.1,6.5,8.5,4.2,0.9,0.9,2.3,3.0,14.6,0.471,0.479,0.2,0.474,0.739,0.508,16.0,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2.0,13.7,21.0,103,102,1.4,2.8,4.3,0.108,-0.7,2.4,1.7,1.8,1.39134146341,2.91390243902,48.1707317073,36.4512195122,0.475609756098,0.268292682927,1.58536585366,3.0,2.13114754098
DeAndre Jordan,2014-15,26,LAC,NBA,82,34.4,6-11,82,2820,4.8,6.8,4.8,6.8,0.0,0.1,2.4,6.0,5.1,10.6,15.7,0.8,1.0,2.3,1.4,3.1,12.1,0.71,0.713,0.25,0.711,0.397,0.638,21.0,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,126,98,7.4,5.4,12.8,0.217,0.9,3.2,4.1,4.3,2.20270833333,3.83854166667,48.65625,38.6458333333,0.5625,0.0625,4.26041666667,8.80208333333,4.30526315789
DeMar DeRozan,2014-15,25,TOR,NBA,60,35.0,6-7,60,2100,7.0,17.0,6.6,15.5,0.4,1.5,6.2,7.4,0.7,4.0,4.7,3.6,1.3,0.2,2.3,2.1,20.6,0.413,0.426,0.284,0.426,0.832,0.51,17.4,0.089,0.438,2.3,12.9,7.6,17.0,1.8,0.4,10.4,28.4,104,109,2.6,1.4,4.0,0.09,-0.2,-1.4,-1.6,0.2,2.37092307692,4.03,57.1538461538,33.1692307692,0.8,0.215384615385,1.07692307692,1.93846153846,1.25
DeMarcus Cousins,2014-15,24,SAC,NBA,59,34.1,6-11,59,2013,8.9,19.1,8.9,18.9,0.0,0.1,7.6,9.7,3.3,10.1,13.4,3.8,1.6,1.8,4.5,4.3,25.4,0.467,0.469,0.25,0.468,0.782,0.545,25.2,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4.0,16.3,34.1,104,101,2.8,3.2,6.0,0.144,1.4,3.3,4.7,3.4,1.89492063492,3.33555555556,66.0158730159,39.5238095238,0.587301587302,0.349206349206,3.8253968254,8.14285714286,4.08474576271
DeMarre Carroll,2014-15,28,ATL,NBA,70,31.3,6-8,69,2189,5.2,10.7,3.3,5.7,2.0,5.0,2.1,3.0,1.6,4.5,6.1,1.9,1.5,0.3,1.2,2.5,14.5,0.487,0.567,0.395,0.579,0.702,0.603,15.9,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,117,104,4.3,2.8,7.0,0.154,2.4,0.5,2.9,2.7,2.02835164835,3.82032967033,46.4395604396,33.7362637363,0.67032967033,0.0659340659341,1.81318681319,3.18681318681,2.11538461538
Dennis Schroder,2014-15,21,ATL,NBA,77,19.7,6-1,10,1516,6.7,15.8,5.5,12.3,1.2,3.5,3.5,4.3,0.7,3.2,3.9,7.5,1.2,0.1,3.6,3.0,18.2,0.427,0.449,0.351,0.466,0.827,0.516,15.7,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,101,106,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2,1.36690721649,4.21237113402,50.1855670103,36.793814433,1.0206185567,0.216494845361,0.360824742268,0.587628865979,0.833333333333
Deron Williams,2014-15,30,BRK,NBA,68,31.1,6-3,55,2114,5.1,13.1,3.6,9.1,1.5,4.0,3.4,4.1,0.5,3.5,4.0,7.6,1.1,0.3,2.6,2.7,15.1,0.387,0.395,0.367,0.443,0.834,0.504,15.7,0.307,0.313,1.5,11.0,6.3,33.7,1.6,0.6,14.9,22.3,105,109,2.3,1.3,3.6,0.083,1.3,-1.2,0.1,1.1,2.10226666667,4.0424,75.04,57.32,1.58666666667,0.546666666667,0.946666666667,1.62666666667,1.31481481481
Derrick Favors,2014-15,23,UTA,NBA,74,30.8,6-10,74,2280,7.6,14.5,7.6,14.4,0.0,0.1,3.5,5.2,3.1,6.5,9.6,1.8,0.9,1.9,1.9,3.3,18.7,0.525,0.527,0.167,0.526,0.669,0.558,21.8,0.007,0.362,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,113,102,5.0,3.3,8.3,0.175,0.8,1.7,2.4,2.6,1.924625,3.75575,61.1375,45.15,0.4,0.1625,2.9375,6.7,3.17567567568
Derrick Rose,2014-15,26,CHI,NBA,51,30.0,6-3,51,1530,8.0,19.6,6.2,13.3,1.8,6.4,3.6,4.4,0.8,3.0,3.8,5.9,0.8,0.4,3.8,1.5,21.3,0.405,0.465,0.28,0.45,0.813,0.493,15.9,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,97,108,0.0,1.2,1.2,0.038,1.1,-2.3,-1.3,0.3,2.13818181818,4.0896969697,78.9848484848,55.0757575758,1.56060606061,0.484848484848,0.909090909091,1.78787878788,1.05263157895
Derrick Williams,2014-15,23,SAC,NBA,74,19.8,6-8,6,1462,5.3,11.9,4.1,8.1,1.2,3.8,3.3,4.8,1.0,4.0,5.0,1.2,0.8,0.1,1.4,1.6,15.2,0.447,0.511,0.314,0.498,0.684,0.54,12.8,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,108,112,1.7,0.4,2.1,0.069,-0.5,-2.7,-3.2,-0.5,1.21731707317,3.78609756098,23.5243902439,15.3536585366,0.207317073171,0.121951219512,0.731707317073,1.25609756098,1.2
Devin Harris,2014-15,31,DAL,NBA,76,22.2,6-3,3,1685,4.7,11.2,2.6,5.5,2.0,5.7,2.8,3.5,0.3,2.6,2.9,5.1,1.7,0.3,1.8,3.1,14.2,0.418,0.481,0.357,0.509,0.815,0.559,14.8,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,113,108,2.9,1.3,4.2,0.12,1.9,-0.8,1.2,1.3,1.51675,4.143625,45.4,34.65,0.4875,0.275,0.675,1.2625,1.0
Dewayne Dedmon,2014-15,25,ORL,NBA,59,14.3,7-0,15,845,3.9,6.9,3.9,6.9,0.0,0.0,1.4,2.7,5.0,7.5,12.6,0.4,0.7,2.1,2.2,6.0,9.2,0.562,0.565,0.0,0.562,0.531,0.568,13.3,0.006,0.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,107,104,0.7,1.0,1.7,0.099,-3.6,0.3,-3.3,-0.3,0.696125,2.925125,11.1625,7.975,0.0625,0.0125,1.0375,2.3875,1.62745098039
Dion Waiters,2014-15,23,TOT,NBA,80,27.6,6-4,23,2208,6.1,15.4,4.9,11.4,1.2,4.0,1.9,2.8,0.7,2.5,3.1,2.7,1.5,0.3,1.8,2.5,15.3,0.396,0.431,0.297,0.435,0.68,0.46,10.9,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10.0,22.5,95,108,-0.6,1.7,1.1,0.025,-2.1,-1.5,-3.6,-0.9,1.80419753086,3.91975308642,35.3950617284,20.1481481481,0.444444444444,0.246913580247,0.938271604938,1.65432098765,1.11764705882
Dirk Nowitzki,2014-15,36,DAL,NBA,77,29.6,7-0,77,2282,7.7,16.8,6.0,12.4,1.6,4.3,4.0,4.6,0.7,6.5,7.2,2.3,0.6,0.5,1.3,2.5,21.0,0.459,0.486,0.38,0.508,0.882,0.56,19.2,0.258,0.272,2.1,19.9,11.0,10.4,0.9,1.2,6.5,24.9,113,107,5.2,2.0,7.2,0.152,1.7,-1.0,0.7,1.5,1.76114942529,3.51666666667,51.8390804598,34.6666666667,0.425287356322,0.16091954023,2.85057471264,5.45977011494,3.06172839506
Donald Sloan,2014-15,27,IND,NBA,53,20.9,6-3,21,1107,4.7,11.5,3.4,7.3,1.3,4.3,2.0,2.5,0.4,4.3,4.7,6.2,0.7,0.0,2.1,1.5,12.7,0.408,0.464,0.313,0.466,0.779,0.503,13.1,0.369,0.217,1.2,13.0,7.1,27.5,1.1,0.0,14.3,18.6,104,106,0.9,1.1,2.0,0.085,-0.4,-1.0,-1.4,0.2,0.976419753086,2.76432098765,35.1604938272,27.8765432099,0.641975308642,0.20987654321,0.320987654321,0.641975308642,1.0
Donatas Motiejunas,2014-15,24,HOU,NBA,71,28.7,7-0,62,2037,6.2,12.4,5.4,10.0,0.9,2.4,1.8,2.9,2.4,5.0,7.4,2.3,1.0,0.6,2.2,3.6,15.1,0.504,0.536,0.368,0.539,0.602,0.553,14.4,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,107,105,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,1.0,1.99513888889,4.18194444444,53.1805555556,39.3055555556,0.472222222222,0.208333333333,3.02777777778,6.20833333333,3.20588235294
Draymond Green,2014-15,24,GSW,NBA,79,31.5,6-7,79,2490,4.9,11.1,3.3,6.3,1.6,4.8,1.9,2.9,1.6,7.7,9.4,4.2,1.8,1.4,1.9,3.7,13.3,0.443,0.523,0.337,0.516,0.66,0.54,16.4,0.43,0.261,5.1,22.4,14.0,16.1,2.4,2.9,13.5,17.2,110,97,3.3,5.2,8.5,0.163,1.0,4.0,5.0,4.4,2.13811881188,3.91554455446,68.1386138614,53.8613861386,0.970297029703,0.425742574257,3.0396039604,6.55445544554,3.07
Drew Gooden,2014-15,33,WAS,NBA,51,16.9,6-10,7,864,4.6,11.5,3.6,9.0,1.0,2.5,1.4,1.8,3.0,6.3,9.3,2.0,0.9,0.4,1.2,3.8,11.5,0.399,0.401,0.39,0.44,0.773,0.469,11.9,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17.0,103,103,0.5,1.2,1.7,0.094,-1.8,0.2,-1.6,0.1,0.857108433735,2.99204819277,22.0843373494,16.6987951807,0.228915662651,0.0722891566265,1.03614457831,1.86746987952,1.6862745098
Dwyane Wade,2014-15,33,MIA,NBA,62,31.8,6-4,62,1971,9.3,19.8,8.8,17.9,0.5,1.9,5.2,6.8,1.1,2.9,4.0,5.5,1.3,0.4,3.8,1.9,24.3,0.47,0.489,0.284,0.483,0.768,0.534,21.4,0.094,0.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,102,108,2.1,1.4,3.5,0.086,2.4,-1.2,1.2,1.6,1.98076923077,3.76215384615,61.0769230769,36.7692307692,0.784615384615,0.707692307692,1.13846153846,1.86153846154,1.42307692308
Ed Davis,2014-15,25,LAL,NBA,79,23.3,6-10,24,1840,5.5,9.2,5.5,9.2,0.0,0.0,1.8,3.7,4.5,7.2,11.7,1.8,1.0,1.9,1.1,4.0,12.8,0.601,0.601,,0.601,0.487,0.594,20.0,0.0,0.403,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,124,107,4.6,1.6,6.3,0.164,1.1,1.9,3.0,2.3,1.59609756098,4.10841463415,34.2682926829,26.2073170732,0.280487804878,0.0853658536585,2.76829268293,5.12195121951,2.98684210526
Elfrid Payton,2014-15,20,ORL,NBA,82,30.4,6-4,63,2489,4.4,10.2,4.2,9.6,0.2,0.6,1.7,3.1,1.5,3.5,5.0,7.7,2.1,0.3,2.9,2.8,10.6,0.425,0.435,0.262,0.433,0.551,0.456,13.8,0.059,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,97,107,0.0,2.3,2.3,0.044,-1.5,0.8,-0.7,0.8,2.2,4.35231707317,67.743902439,51.8414634146,1.36585365854,0.475609756098,1.25609756098,2.17073170732,1.58461538462
Enes Kanter,2014-15,22,TOT,NBA,75,28.5,6-11,74,2135,8.1,15.6,7.9,14.9,0.3,0.8,3.1,3.9,4.7,6.6,11.3,0.9,0.6,0.5,2.4,3.2,19.6,0.519,0.528,0.356,0.528,0.782,0.564,20.3,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,111,106,4.3,2.1,6.4,0.145,0.2,-2.3,-2.1,-0.1,1.80283950617,3.82037037037,53.1234567901,37.7160493827,0.358024691358,0.0493827160494,2.93827160494,5.14814814815,3.17333333333
Eric Bledsoe,2014-15,25,PHO,NBA,81,34.6,6-1,81,2800,6.0,13.4,4.9,10.0,1.1,3.5,4.5,5.7,0.9,4.5,5.4,6.3,1.6,0.6,3.5,2.4,17.7,0.447,0.491,0.324,0.489,0.8,0.555,18.4,0.26,0.422,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,107,106,4.1,2.9,7.0,0.119,1.7,0.9,2.6,3.3,2.31097560976,4.00914634146,77.8780487805,56.2317073171,0.975609756098,0.390243902439,1.30487804878,2.41463414634,1.48611111111
Eric Gordon,2014-15,26,NOP,NBA,61,33.1,6-4,60,2018,5.1,12.4,2.6,6.8,2.5,5.6,1.9,2.4,0.5,2.3,2.8,4.1,0.9,0.2,2.2,2.6,14.6,0.411,0.38,0.448,0.512,0.805,0.544,12.7,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,106,111,2.2,0.7,2.9,0.069,1.4,-2.0,-0.6,0.7,2.25369230769,4.06784615385,45.0307692308,28.7846153846,0.984615384615,0.646153846154,0.784615384615,1.32307692308,1.0
Ersan Ilyasova,2014-15,27,MIL,NBA,58,22.7,6-10,36,1319,7.2,15.2,5.2,10.0,2.0,5.2,1.9,2.9,2.2,5.4,7.6,1.5,1.0,0.5,1.2,4.1,18.3,0.472,0.515,0.389,0.539,0.645,0.554,16.8,0.341,0.192,7.0,17.0,12.0,7.4,1.4,1.2,6.9,22.1,111,103,2.3,1.7,4.0,0.146,1.2,-1.4,-0.2,0.6,1.18130952381,3.05714285714,28.6785714286,19.369047619,0.214285714286,0.0595238095238,1.69047619048,3.2619047619,2.32786885246
Evan Fournier,2014-15,22,ORL,NBA,58,28.6,6-7,32,1661,5.5,12.5,3.6,7.6,1.8,4.9,2.3,3.2,0.6,2.7,3.3,2.6,0.9,0.0,1.8,2.5,15.1,0.44,0.48,0.378,0.514,0.728,0.546,12.4,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,105,111,1.5,0.6,2.1,0.059,0.2,-2.3,-2.1,-0.1,1.915,4.00838709677,36.1774193548,22.7258064516,0.451612903226,0.161290322581,0.935483870968,1.51612903226,1.3488372093
Evan Turner,2014-15,26,BOS,NBA,82,27.6,6-7,57,2260,5.1,11.9,4.6,10.0,0.5,1.9,1.7,2.2,0.6,6.0,6.6,7.2,1.3,0.3,3.2,2.9,12.4,0.429,0.458,0.277,0.451,0.752,0.482,12.8,0.16,0.189,1.9,18.5,10.1,30.0,1.8,0.7,19.7,19.5,96,104,-0.3,2.8,2.5,0.054,-2.2,1.3,-1.0,0.6,1.89546511628,4.13558139535,63.7906976744,48.8837209302,1.08139534884,0.639534883721,1.82558139535,3.24418604651,2.01282051282
Garrett Temple,2014-15,28,WAS,NBA,52,14.1,6-6,18,735,3.3,8.3,1.7,4.0,1.6,4.3,1.7,2.4,1.2,3.2,4.4,2.7,2.1,0.4,1.7,3.7,10.0,0.4,0.427,0.375,0.497,0.729,0.534,10.9,0.518,0.282,3.8,9.9,6.9,11.0,2.9,1.0,15.1,13.9,104,102,0.4,1.1,1.5,0.1,-0.6,1.4,0.8,0.5,0.784714285714,3.42742857143,14.9714285714,10.8571428571,0.242857142857,0.0428571428571,0.257142857143,0.485714285714,0.782608695652
Gary Harris,2014-15,20,DEN,NBA,55,13.1,6-4,6,719,3.3,10.9,2.3,5.7,1.1,5.2,1.8,2.4,1.1,2.2,3.2,1.5,2.0,0.4,1.9,3.6,9.4,0.304,0.395,0.204,0.353,0.745,0.395,4.9,0.475,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,81,109,-1.2,0.5,-0.7,-0.046,-4.2,-0.1,-4.3,-0.4,0.726388888889,3.23833333333,9.95833333333,5.73611111111,0.138888888889,0.0694444444444,0.527777777778,0.902777777778,1.11764705882
Gary Neal,2014-15,30,TOT,NBA,54,22.1,6-4,1,1193,5.7,15.2,4.2,10.2,1.5,4.9,3.5,4.1,0.4,3.5,3.9,3.0,0.7,0.0,2.0,2.7,16.4,0.374,0.407,0.305,0.423,0.867,0.483,11.1,0.326,0.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,96,109,-0.2,0.8,0.6,0.023,-1.7,-2.6,-4.3,-0.7,1.20865671642,3.28402985075,28.8805970149,18.4776119403,0.268656716418,0.164179104478,0.582089552239,0.940298507463,1.14705882353
Gerald Green,2014-15,29,PHO,NBA,74,19.5,6-7,4,1446,8.1,19.4,4.7,9.7,3.4,9.6,2.5,3.0,0.8,3.8,4.6,2.3,1.0,0.3,2.6,3.6,22.0,0.416,0.478,0.354,0.504,0.825,0.532,15.4,0.497,0.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,101,108,1.0,1.0,1.9,0.065,0.8,-3.3,-2.4,-0.2,1.22280487805,3.76890243902,26.256097561,14.0243902439,0.219512195122,0.170731707317,0.524390243902,0.975609756098,0.86
Gerald Henderson,2014-15,27,CHO,NBA,80,28.9,6-5,72,2315,5.8,13.2,5.1,11.1,0.7,2.1,2.9,3.4,0.6,3.7,4.2,3.2,0.8,0.3,1.7,2.1,15.1,0.437,0.457,0.331,0.463,0.848,0.514,13.2,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,102,106,1.3,2.3,3.6,0.074,-1.2,-0.4,-1.5,0.3,2.03487804878,4.21414634146,41.9634146341,27.5853658537,0.487804878049,0.292682926829,0.621951219512,1.26829268293,0.980769230769
Giannis Antetokounmpo,2014-15,20,MIL,NBA,81,31.4,6-11,71,2541,5.4,11.1,5.3,10.4,0.1,0.6,3.6,4.9,1.4,6.3,7.7,2.9,1.0,1.2,2.5,3.6,14.6,0.491,0.511,0.159,0.496,0.741,0.552,14.8,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,105,101,2.2,4.0,6.2,0.117,-1.7,2.1,0.5,1.6,2.13306818182,4.06920454545,49.375,34.1818181818,0.556818181818,0.170454545455,2.18181818182,4.15909090909,2.31325301205
