Player,Season_x,Age_x,Tm_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
Danilo Gallinari,2016-17,28,DEN,NBA,63,33.9,6-10,63,2134,5.7,12.7,3.5,7.2,2.1,5.5,5.9,6.5,0.7,4.8,5.5,2.3,0.7,0.3,1.4,1.6,19.3,0.447,0.491,0.389,0.531,0.902,0.622,17.4,0.432,0.516,2.0,14.7,8.4,9.1,0.9,0.5,8.1,19.9,126,115,6.2,0.7,6.9,0.154,2.9,-2.1,0.8,1.5,2.05507462687,3.62552238806,45.2686567164,28.7611940299,0.686567164179,0.149253731343,1.31343283582,2.25373134328,1.66037735849
Danny Green,2016-17,29,SAS,NBA,68,26.6,6-6,68,1807,3.5,8.9,1.2,2.7,2.4,6.2,0.5,0.6,0.6,3.8,4.5,2.5,1.4,1.2,1.5,2.4,9.9,0.392,0.42,0.379,0.523,0.844,0.537,10.2,0.693,0.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,103,104,0.4,3.0,3.4,0.09,-0.3,2.7,2.4,2.0,1.95120481928,4.3921686747,38.4698795181,29.4939759036,0.493975903614,0.192771084337,1.44578313253,2.80722891566,1.6
Dante Cunningham,2016-17,29,NOP,NBA,66,25.0,6-8,35,1649,3.8,7.8,2.2,3.9,1.6,4.0,0.3,0.6,1.2,4.8,6.0,0.8,0.9,0.6,0.6,2.2,9.5,0.485,0.579,0.392,0.584,0.593,0.586,10.2,0.504,0.075,3.6,14.2,8.9,3.1,1.2,1.4,7.0,10.7,114,109,1.4,1.6,3.0,0.088,-1.3,0.8,-0.5,0.6,1.48888888889,3.59098765432,22.2716049383,16.962962963,0.283950617284,0.0740740740741,1.40740740741,2.28395061728,2.11111111111
Dante Exum,2016-17,21,UTA,NBA,66,18.6,6-6,26,1228,4.5,10.6,3.3,6.3,1.3,4.4,1.7,2.1,0.9,3.0,3.9,3.3,0.6,0.4,2.3,4.3,12.1,0.427,0.519,0.295,0.488,0.795,0.521,8.6,0.41,0.201,2.9,9.3,6.2,14.2,0.9,0.8,16.8,18.1,100,109,-0.1,1.3,1.2,0.047,-2.0,-0.5,-2.5,-0.1,1.10729411765,3.64647058824,26.7529411765,19.5647058824,0.329411764706,0.247058823529,0.564705882353,1.05882352941,1.02127659574
Dario Saric,2016-17,22,PHI,NBA,81,26.3,6-10,36,2129,6.4,15.7,4.7,9.9,1.8,5.8,2.9,3.7,1.9,6.8,8.7,3.1,1.0,0.5,3.1,2.7,17.6,0.411,0.469,0.311,0.468,0.782,0.508,12.8,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,96,109,-1.2,2.2,1.0,0.023,-2.0,-0.2,-2.2,-0.1,1.905,4.34451219512,59.3292682927,42.5487804878,0.487804878049,0.219512195122,2.34146341463,4.74390243902,2.49350649351
Darren Collison,2016-17,29,SAC,NBA,68,30.3,6-0,64,2063,5.9,12.5,4.7,9.4,1.3,3.1,2.6,3.0,0.4,2.3,2.7,5.4,1.2,0.2,2.0,2.1,15.7,0.476,0.495,0.417,0.527,0.86,0.57,15.3,0.245,0.239,1.3,7.2,4.3,24.5,1.6,0.4,12.6,19.8,113,114,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3,1.7974025974,3.54246753247,64.1948051948,50.2987012987,1.24675324675,0.285714285714,0.441558441558,0.727272727273,0.918918918919
David Lee,2016-17,33,SAS,NBA,79,18.7,6-9,10,1477,6.0,10.2,6.0,10.2,0.0,0.0,1.9,2.8,3.6,7.1,10.7,3.0,0.8,1.0,2.0,3.0,14.0,0.59,0.59,,0.59,0.708,0.613,18.4,0.0,0.269,11.6,21.9,16.9,13.0,1.1,2.2,14.9,16.9,120,103,3.2,2.5,5.7,0.186,0.7,2.5,3.2,1.9,1.22989473684,4.02842105263,32.9894736842,25.6315789474,0.347368421053,0.221052631579,1.74736842105,3.46315789474,2.12820512821
David West,2016-17,36,GSW,NBA,68,12.6,6-9,0,854,5.7,10.6,5.6,10.3,0.1,0.3,1.8,2.4,2.0,6.6,8.6,6.4,1.8,2.0,3.3,4.4,13.3,0.536,0.541,0.375,0.542,0.768,0.571,16.6,0.032,0.222,6.4,18.8,13.0,24.1,2.4,4.4,22.0,17.9,109,100,0.9,1.7,2.6,0.148,-1.7,3.9,2.2,0.9,0.789759036145,3.74590361446,25.2409638554,19.4819277108,0.33734939759,0.277108433735,1.69879518072,3.39759036145,1.88
Davis Bertans,2016-17,24,SAS,NBA,67,12.1,6-10,6,808,4.6,10.4,1.5,2.7,3.1,7.7,1.2,1.5,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5,0.44,0.557,0.399,0.588,0.824,0.609,12.9,0.739,0.145,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,115,105,1.1,1.2,2.3,0.135,1.2,0.5,1.7,0.8,0.7146875,3.58802083333,14.5520833333,11.1041666667,0.166666666667,0.0416666666667,0.90625,1.61458333333,1.55357142857
DeAndre Jordan,2016-17,28,LAC,NBA,81,31.7,6-11,81,2570,5.8,8.1,5.8,8.1,0.0,0.0,2.9,6.0,4.2,11.4,15.6,1.3,0.7,1.9,1.6,3.0,14.4,0.714,0.717,0.0,0.714,0.482,0.673,21.8,0.003,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.2,15.3,129,102,7.2,4.6,11.8,0.22,1.0,3.0,4.0,3.9,2.02850574713,3.78517241379,51.7701149425,40.3448275862,0.471264367816,0.0689655172414,3.44827586207,6.74712643678,3.52941176471
DeAndre Liggins,2016-17,28,TOT,NBA,62,12.5,6-6,19,777,2.5,6.6,1.8,4.4,0.8,2.1,1.2,1.9,0.9,4.1,5.0,2.5,2.2,0.6,1.9,3.8,7.0,0.387,0.396,0.37,0.447,0.625,0.476,7.5,0.324,0.282,2.9,12.2,7.7,9.2,3.0,1.5,20.8,11.6,92,107,-0.4,0.9,0.5,0.031,-3.9,1.8,-2.1,0.0,0.744935064935,3.56766233766,13.5844155844,10.6233766234,0.272727272727,0.0909090909091,0.428571428571,0.74025974026,1.06451612903
DeMar DeRozan,2016-17,27,TOR,NBA,74,35.4,6-7,74,2620,9.9,21.2,9.5,19.5,0.5,1.7,7.5,8.9,1.0,4.3,5.3,4.0,1.1,0.2,2.5,1.8,27.8,0.467,0.484,0.266,0.477,0.842,0.552,24.0,0.08,0.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,113,110,6.7,2.4,9.0,0.166,2.4,-1.5,0.9,1.9,2.33731707317,3.94670731707,63.4268292683,34.3048780488,1.08536585366,0.268292682927,0.951219512195,1.76829268293,1.21875
DeMarcus Cousins,2016-17,26,TOT,NBA,72,34.2,6-11,72,2465,9.4,20.9,7.5,15.6,1.9,5.3,7.6,9.8,2.2,9.4,11.6,4.8,1.5,1.3,3.9,4.1,28.4,0.452,0.483,0.36,0.497,0.772,0.562,25.7,0.254,0.468,7.1,29.2,18.2,25.8,2.0,3.3,13.5,36.5,107,105,3.8,3.8,7.6,0.149,3.9,2.6,6.6,5.3,1.73345679012,3.07012345679,68.1481481481,42.8888888889,0.617283950617,0.296296296296,2.97530864198,5.87654320988,3.65151515152
DeMarre Carroll,2016-17,30,TOR,NBA,72,26.1,6-8,72,1882,4.2,10.5,2.1,4.4,2.1,6.1,1.7,2.2,1.2,4.1,5.3,1.4,1.5,0.5,1.0,2.7,12.2,0.401,0.485,0.341,0.5,0.761,0.531,11.9,0.583,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.3,15.5,110,108,1.7,2.1,3.8,0.097,0.6,0.4,1.0,1.4,1.49011111111,3.63166666667,25.5888888889,17.2333333333,0.233333333333,0.0444444444444,1.37777777778,2.51111111111,1.79710144928
Dennis Schroder,2016-17,23,ATL,NBA,79,31.5,6-1,78,2485,7.9,17.6,6.5,13.3,1.4,4.3,3.2,3.7,0.6,3.0,3.6,7.2,1.1,0.2,3.7,2.2,20.5,0.451,0.486,0.34,0.492,0.855,0.533,16.1,0.242,0.21,1.9,9.0,5.5,35.5,1.5,0.6,16.3,27.8,103,109,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8,2.19930232558,4.17313953488,79.2906976744,56.2325581395,1.54651162791,0.488372093023,0.709302325581,1.29069767442,1.03389830508
Denzel Valentine,2016-17,23,CHI,NBA,57,17.1,6-6,0,976,3.8,10.6,1.1,3.0,2.7,7.7,0.5,0.7,0.4,5.2,5.6,2.3,1.1,0.3,1.8,3.2,10.7,0.354,0.363,0.351,0.481,0.778,0.492,7.3,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,95,108,-0.5,1.1,0.6,0.031,-2.4,-0.4,-2.8,-0.2,0.864457831325,3.06060240964,14.5662650602,9.87951807229,0.180722891566,0.0722891566265,0.650602409639,1.14457831325,1.22727272727
Deron Williams,2016-17,32,TOT,NBA,64,25.9,6-3,44,1657,5.7,13.0,3.9,8.0,1.8,5.1,2.0,2.4,0.3,2.9,3.2,7.8,0.7,0.2,3.0,3.0,15.2,0.438,0.486,0.363,0.509,0.826,0.541,14.0,0.39,0.182,0.9,9.4,5.1,35.9,1.0,0.4,17.6,22.1,106,113,1.5,0.9,2.4,0.069,0.2,-2.4,-2.3,-0.1,1.31934782609,3.38641304348,49.3043478261,38.3804347826,0.815217391304,0.358695652174,0.717391304348,1.16304347826,1.2
Derrick Favors,2016-17,25,UTA,NBA,50,23.7,6-10,39,1186,6.2,12.7,6.1,12.4,0.1,0.3,2.0,3.3,2.8,6.5,9.3,1.7,1.4,1.2,1.8,3.1,14.4,0.487,0.491,0.3,0.49,0.615,0.512,15.8,0.024,0.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,104,102,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6,1.47147540984,3.89262295082,38.5409836066,28.606557377,0.459016393443,0.114754098361,2.13114754098,4.34426229508,2.32142857143
Derrick Rose,2016-17,28,NYK,NBA,64,32.5,6-3,64,2082,8.0,16.9,7.7,15.9,0.2,1.0,3.8,4.4,1.1,3.1,4.3,4.9,0.8,0.3,2.5,1.5,20.0,0.471,0.487,0.217,0.477,0.874,0.53,17.0,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,108,115,2.4,0.6,3.0,0.068,0.2,-2.2,-1.9,0.0,2.18818181818,4.02651515152,76.5909090909,55.3636363636,1.40909090909,0.242424242424,1.04545454545,1.92424242424,1.32692307692
Derrick Williams,2016-17,25,TOT,NBA,50,16.1,6-8,11,804,4.8,10.9,3.5,6.6,1.3,4.3,2.6,4.0,0.9,5.0,5.8,1.3,0.6,0.3,1.3,2.7,13.6,0.443,0.531,0.309,0.504,0.652,0.537,10.6,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9.0,17.2,106,111,0.4,0.6,1.1,0.064,-2.4,-1.8,-4.2,-0.4,0.625656565657,2.50373737374,13.6868686869,9.91919191919,0.10101010101,0.030303030303,0.505050505051,0.808080808081,1.28205128205
Devin Booker,2016-17,20,PHO,NBA,78,35.0,6-6,78,2730,8.0,18.9,6.1,13.5,1.9,5.3,4.8,5.8,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8,0.423,0.447,0.363,0.475,0.832,0.531,14.6,0.283,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,103,116,1.4,0.6,2.0,0.035,0.4,-2.7,-2.3,-0.2,2.29628205128,3.94153846154,55.3846153846,30.1923076923,0.589743589744,0.538461538462,0.833333333333,1.53846153846,1.2037037037
Devin Harris,2016-17,33,DAL,NBA,65,16.7,6-3,0,1087,4.5,11.3,2.6,5.4,1.9,5.9,3.5,4.3,0.4,3.8,4.2,4.5,1.4,0.2,1.9,3.3,14.5,0.399,0.476,0.328,0.484,0.829,0.549,13.8,0.519,0.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,108,109,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,1.07742424242,3.91651515152,27.6212121212,19.7272727273,0.181818181818,0.257575757576,0.560606060606,0.878787878788,1.15625
Dewayne Dedmon,2016-17,27,SAS,NBA,76,17.5,7-0,37,1330,4.4,7.0,4.4,7.0,0.0,0.0,1.8,2.5,3.5,9.9,13.4,1.2,1.0,1.7,1.7,4.9,10.5,0.622,0.622,,0.622,0.699,0.645,16.0,0.0,0.359,11.2,30.5,21.1,4.8,1.4,3.7,16.9,12.3,122,99,2.2,3.0,5.2,0.188,-1.5,3.2,1.7,1.2,1.05866666667,3.95466666667,20.9555555556,16.1444444444,0.166666666667,0.0222222222222,1.51111111111,3.51111111111,1.81333333333
Dirk Nowitzki,2016-17,38,DAL,NBA,54,26.4,7-0,54,1424,7.5,17.1,5.5,11.9,2.0,5.3,2.5,2.8,0.6,8.3,8.9,2.1,0.8,1.0,1.3,2.9,19.4,0.437,0.463,0.378,0.495,0.875,0.529,17.0,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,103,106,0.6,1.9,2.5,0.084,-1.6,0.3,-1.3,0.2,1.3586440678,3.08830508475,41.8813559322,28.2711864407,0.406779661017,0.101694915254,2.52542372881,4.89830508475,2.98
Domantas Sabonis,2016-17,20,OKC,NBA,81,20.1,6-11,66,1632,4.2,10.6,3.1,7.1,1.1,3.5,1.0,1.5,1.0,5.3,6.3,1.8,0.9,0.7,1.8,4.4,10.6,0.399,0.438,0.321,0.452,0.657,0.469,6.9,0.331,0.139,3.0,16.4,9.7,7.2,1.2,1.6,14.0,15.4,93,108,-1.0,1.8,0.7,0.022,-4.7,-0.1,-4.9,-1.2,1.3016091954,3.99298850575,30.6781609195,23.1609195402,0.252873563218,0.0574712643678,1.65517241379,3.35632183908,1.89473684211
Dorian FinneySmith,2016-17,23,DAL,NBA,81,20.3,6-8,35,1642,2.7,7.3,1.5,3.1,1.2,4.2,1.0,1.3,1.2,3.6,4.8,1.5,1.1,0.5,1.0,2.7,7.7,0.372,0.479,0.293,0.456,0.754,0.486,7.7,0.574,0.183,3.7,12.3,7.8,6.0,1.6,1.4,11.1,11.6,99,110,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.5,0.2,1.4143902439,4.15292682927,23.6219512195,17.8292682927,0.219512195122,0.134146341463,1.37804878049,2.42682926829,1.765625
Doug McDermott,2016-17,25,TOT,NBA,66,22.8,6-8,5,1508,5.3,11.9,3.5,6.9,1.8,4.9,1.7,2.0,0.5,3.8,4.3,1.4,0.3,0.1,0.9,1.9,14.1,0.447,0.5,0.372,0.524,0.845,0.554,10.7,0.416,0.169,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,112,112,1.6,1.0,2.6,0.083,-1.2,-2.3,-3.5,-0.6,1.60027777778,4.39833333333,24.3194444444,15.7777777778,0.236111111111,0.111111111111,1.18055555556,1.93055555556,1.51785714286
Draymond Green,2016-17,26,GSW,NBA,76,32.5,6-7,76,2471,4.0,9.5,2.8,5.6,1.2,3.8,2.2,3.1,1.4,7.3,8.7,7.8,2.2,1.5,2.7,3.2,11.3,0.418,0.494,0.308,0.481,0.709,0.522,16.5,0.405,0.328,4.6,20.9,13.3,27.6,3.0,3.4,19.8,16.2,111,99,2.8,5.4,8.2,0.16,0.4,5.0,5.4,4.6,2.04473684211,3.73505263158,72.6736842105,58.6,1.30526315789,0.547368421053,3.0,6.87368421053,3.16666666667
Dwight Howard,2016-17,31,ATL,NBA,74,29.7,6-11,74,2199,6.4,10.0,6.4,10.0,0.0,0.0,3.7,6.9,4.8,10.5,15.4,1.7,1.0,1.5,2.8,3.3,16.4,0.633,0.635,0.0,0.633,0.533,0.627,20.8,0.003,0.692,15.0,31.7,23.5,7.8,1.4,3.6,17.5,19.2,115,100,3.8,4.5,8.3,0.181,-0.5,2.8,2.3,2.4,1.80674698795,3.70674698795,51.734939759,38.578313253,0.506024096386,0.120481927711,2.51807228916,5.24096385542,2.78666666667
Dwight Powell,2016-17,25,DAL,NBA,77,17.3,6-11,3,1333,5.2,10.2,4.7,8.2,0.6,2.0,2.9,3.8,2.5,5.8,8.3,1.3,1.6,1.1,0.9,3.6,13.9,0.515,0.571,0.284,0.542,0.759,0.588,17.6,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,120,105,2.7,1.9,4.6,0.165,-0.5,1.9,1.4,1.2,1.13256097561,3.97195121951,24.4756097561,18.1097560976,0.19512195122,0.0243902439024,1.78048780488,2.90243902439,2.21212121212
Dwyane Wade,2016-17,35,CHI,NBA,60,29.9,6-4,59,1792,8.3,19.2,7.4,16.3,0.9,2.9,4.5,5.6,1.3,4.2,5.4,4.6,1.7,0.8,2.8,2.3,22.0,0.434,0.456,0.31,0.457,0.794,0.508,18.5,0.152,0.294,3.8,12.6,8.2,22.4,2.4,1.8,11.3,29.6,103,106,0.9,2.5,3.4,0.09,0.4,0.6,1.0,1.4,1.80887323944,3.62901408451,50.4366197183,30.2957746479,0.535211267606,0.323943661972,1.04225352113,1.60563380282,1.64444444444
E'Twaun Moore,2016-17,27,NOP,NBA,73,24.9,6-4,22,1820,5.6,12.2,4.1,8.1,1.5,4.1,1.1,1.5,0.7,2.4,3.0,3.2,1.0,0.6,1.2,2.6,13.8,0.457,0.501,0.37,0.519,0.77,0.537,12.1,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,107,111,1.2,1.5,2.7,0.07,-0.8,-0.5,-1.3,0.3,1.57604938272,3.80395061728,28.3703703704,18.9259259259,0.308641975309,0.259259259259,0.975308641975,1.62962962963,1.36206896552
Elfrid Payton,2016-17,22,ORL,NBA,82,29.4,6-4,58,2412,6.4,13.6,5.8,11.4,0.6,2.2,2.2,3.1,1.3,4.4,5.8,7.9,1.3,0.6,2.7,2.6,15.6,0.471,0.509,0.274,0.493,0.692,0.52,17.2,0.16,0.231,3.9,13.8,8.7,35.7,1.8,1.3,15.0,21.6,107,111,2.4,2.0,4.4,0.088,0.7,0.2,0.9,1.7,2.11195121951,4.32853658537,71.0,54.1585365854,1.43902439024,0.548780487805,1.24390243902,2.15853658537,1.5
Emmanuel Mudiay,2016-17,20,DEN,NBA,55,25.6,6-5,41,1406,5.3,14.1,3.9,9.6,1.4,4.6,3.4,4.3,0.7,3.8,4.6,5.6,1.0,0.3,3.1,2.4,15.4,0.377,0.408,0.315,0.428,0.784,0.483,10.9,0.323,0.303,2.3,11.6,7.0,21.8,1.4,0.7,16.5,22.6,98,114,-0.4,0.5,0.2,0.006,-2.0,-1.8,-3.8,-0.6,1.37194444444,3.23236111111,42.875,31.5277777778,0.763888888889,0.25,0.694444444444,1.15277777778,1.38888888889
Enes Kanter,2016-17,24,OKC,NBA,72,21.3,6-11,0,1533,9.4,17.3,9.3,16.4,0.1,0.9,5.3,6.7,4.6,6.7,11.3,1.6,0.8,0.9,2.9,3.6,24.3,0.545,0.568,0.132,0.549,0.786,0.599,23.7,0.052,0.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,116,107,4.0,1.8,5.8,0.183,0.6,-1.9,-1.2,0.3,1.37337662338,4.10649350649,31.5454545455,17.6623376623,0.181818181818,0.116883116883,2.79220779221,5.14285714286,3.02816901408
Eric Bledsoe,2016-17,27,PHO,NBA,66,33.0,6-1,66,2176,7.4,17.1,5.7,12.0,1.7,5.1,6.4,7.6,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23.0,0.434,0.477,0.335,0.485,0.847,0.563,20.6,0.3,0.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,111,112,4.0,1.4,5.4,0.119,3.7,-0.4,3.3,2.9,1.852875,3.334625,68.1,48.65,0.975,0.5875,0.925,1.6875,1.45098039216
Eric Gordon,2016-17,28,HOU,NBA,75,31.0,6-4,15,2323,6.4,15.7,2.6,5.5,3.8,10.2,2.3,2.7,0.4,2.7,3.1,2.9,0.7,0.6,1.9,2.3,18.9,0.406,0.468,0.372,0.527,0.84,0.557,13.1,0.651,0.172,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,109,113,2.5,1.4,3.8,0.079,1.0,-2.4,-1.4,0.4,1.9025,3.65445652174,37.597826087,21.2934782609,0.347826086957,0.152173913043,0.923913043478,1.48913043478,1.328125
Ersan Ilyasova,2016-17,29,TOT,NBA,82,26.1,6-10,52,2142,6.5,15.0,4.1,8.2,2.4,6.8,2.7,3.5,1.9,6.2,8.1,2.4,1.0,0.4,1.9,3.5,18.0,0.431,0.496,0.353,0.511,0.778,0.546,14.6,0.452,0.233,5.9,18.8,12.4,11.0,1.3,0.9,10.6,22.2,107,108,1.8,2.3,4.1,0.091,0.3,-0.8,-0.5,0.8,1.75386363636,4.1475,48.6931818182,34.7386363636,0.284090909091,0.170454545455,1.84090909091,3.56818181818,1.95180722892
Evan Fournier,2016-17,24,ORL,NBA,68,32.9,6-7,66,2234,6.6,15.0,4.5,9.2,2.1,5.8,3.6,4.5,0.7,2.7,3.4,3.3,1.1,0.1,2.3,2.9,18.8,0.439,0.491,0.356,0.508,0.805,0.555,13.9,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,106,114,1.7,1.1,2.8,0.059,0.8,-2.2,-1.3,0.4,2.05157894737,3.75486842105,41.7631578947,24.75,0.631578947368,0.302631578947,1.11842105263,1.92105263158,1.51785714286
Evan Turner,2016-17,28,POR,NBA,65,25.5,6-7,12,1658,5.1,12.0,4.4,9.4,0.7,2.6,1.8,2.2,0.8,4.6,5.4,4.5,1.2,0.5,2.2,2.6,12.7,0.426,0.47,0.263,0.454,0.825,0.491,11.4,0.214,0.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,100,111,0.0,1.2,1.2,0.035,-2.5,-0.1,-2.6,-0.3,1.73594202899,4.07231884058,43.1739130435,31.3043478261,0.492753623188,0.246376811594,1.02898550725,1.76811594203,1.33962264151
Frank Kaminsky,2016-17,23,CHO,NBA,75,26.1,7-0,16,1954,5.9,14.8,3.8,8.3,2.1,6.5,2.2,2.9,1.1,5.1,6.2,3.0,0.9,0.6,1.4,2.6,16.1,0.399,0.455,0.328,0.471,0.756,0.502,13.0,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8.0,21.8,102,109,0.4,1.9,2.3,0.056,-0.8,-0.7,-1.5,0.2,1.73189873418,4.03392405063,47.8481012658,35.417721519,0.430379746835,0.253164556962,2.26582278481,4.0,2.52112676056
Garrett Temple,2016-17,30,SAC,NBA,65,26.6,6-6,21,1728,3.8,9.0,2.1,4.4,1.7,4.6,1.2,1.5,0.7,3.1,3.8,3.5,1.7,0.6,1.6,2.9,10.5,0.424,0.476,0.373,0.519,0.784,0.545,11.2,0.509,0.171,2.2,10.0,6.1,14.5,2.5,1.5,14.4,14.2,106,111,0.9,1.3,2.2,0.062,-0.3,0.6,0.3,1.0,1.66228571429,3.79985714286,36.2714285714,27.3857142857,0.442857142857,0.157142857143,0.942857142857,1.48571428571,1.53488372093
Gary Harris,2016-17,22,DEN,NBA,57,31.3,6-4,56,1782,6.5,12.9,4.3,7.7,2.2,5.2,2.1,2.7,1.0,2.6,3.6,3.3,1.4,0.2,1.5,1.9,17.2,0.502,0.558,0.42,0.586,0.776,0.611,16.5,0.4,0.21,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,121,114,3.9,0.7,4.6,0.124,3.1,-1.6,1.5,1.6,1.968,3.79083333333,35.6166666667,22.2333333333,0.666666666667,0.15,0.733333333333,1.06666666667,1.29411764706
Gerald Henderson,2016-17,29,PHI,NBA,72,23.2,6-5,41,1667,5.1,11.9,3.7,8.2,1.3,3.7,2.9,3.6,0.7,3.3,4.0,2.4,0.9,0.3,1.3,2.8,14.3,0.423,0.455,0.353,0.478,0.806,0.529,10.8,0.313,0.298,2.2,10.0,6.1,10.5,1.2,0.7,9.0,17.9,106,112,1.0,1.0,2.1,0.059,-1.8,-1.2,-3.1,-0.5,1.51768292683,3.95353658537,27.3170731707,17.8292682927,0.329268292683,0.0975609756098,0.646341463415,1.14634146341,1.0
Giannis Antetokounmpo,2016-17,22,MIL,NBA,80,35.6,6-11,80,2845,8.3,15.9,7.7,13.7,0.6,2.3,6.0,7.7,1.8,7.1,8.9,5.5,1.7,1.9,3.0,3.1,23.2,0.521,0.563,0.272,0.541,0.77,0.599,26.1,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,116,104,7.9,4.5,12.4,0.21,4.1,3.5,7.6,6.9,2.32545454545,3.87909090909,80.0227272727,56.1477272727,1.10227272727,0.397727272727,2.28409090909,4.94318181818,2.42168674699
Glenn Robinson,2016-17,23,IND,NBA,69,20.7,6-6,27,1426,4.0,8.5,2.8,5.4,1.2,3.2,1.4,1.9,1.4,4.7,6.2,1.2,1.0,0.5,0.9,1.6,10.6,0.467,0.512,0.392,0.54,0.711,0.564,11.5,0.37,0.225,4.5,14.6,9.6,4.7,1.4,1.2,9.1,12.8,112,110,1.3,1.2,2.5,0.085,-1.2,-0.2,-1.4,0.2,1.4302739726,4.17890410959,21.2876712329,15.3424657534,0.191780821918,0.0547945205479,0.904109589041,1.71232876712,1.34693877551
Goran Dragic,2016-17,30,MIA,NBA,73,33.7,6-3,73,2459,7.8,16.5,6.1,12.2,1.7,4.2,4.4,5.5,0.9,3.2,4.1,6.2,1.3,0.2,3.1,2.9,21.7,0.475,0.499,0.405,0.527,0.79,0.575,19.7,0.257,0.335,2.7,9.9,6.3,29.0,1.8,0.4,14.1,27.1,112,109,5.0,2.6,7.5,0.147,3.4,-0.7,2.7,2.9,2.14304878049,3.82890243902,73.8048780488,52.4634146341,1.17073170732,0.365853658537,1.17073170732,2.18292682927,1.6
Gordon Hayward,2016-17,26,UTA,NBA,73,34.5,6-8,73,2516,7.8,16.5,5.7,11.2,2.1,5.4,5.2,6.1,0.7,4.9,5.6,3.6,1.0,0.3,2.0,1.7,22.9,0.471,0.506,0.398,0.536,0.844,0.595,22.2,0.324,0.371,2.3,15.4,9.0,18.2,1.5,0.6,9.4,27.6,118,106,7.1,3.3,10.4,0.199,4.2,0.0,4.2,4.0,2.29058823529,3.93882352941,59.6705882353,38.0941176471,0.776470588235,0.329411764706,0.776470588235,1.30588235294,1.13793103448
Gorgui Dieng,2016-17,27,MIN,NBA,82,32.4,6-11,82,2653,4.5,9.0,4.3,8.4,0.2,0.6,1.8,2.3,2.6,6.2,8.8,2.1,1.2,1.3,1.5,3.4,11.1,0.502,0.511,0.372,0.514,0.814,0.555,14.2,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,114,110,3.2,2.5,5.7,0.103,-0.5,2.2,1.7,2.5,2.15096385542,4.0078313253,48.8192771084,37.9397590361,0.602409638554,0.0963855421687,3.8313253012,7.30120481928,4.18421052632
Greg Monroe,2016-17,26,MIL,NBA,81,22.5,6-11,0,1823,7.6,14.3,7.6,14.3,0.0,0.1,3.5,4.7,3.3,7.2,10.5,3.7,1.8,0.8,2.8,3.3,18.8,0.533,0.536,0.0,0.533,0.741,0.572,21.1,0.006,0.329,10.8,23.1,17.0,17.3,2.6,1.8,14.4,24.3,111,105,3.0,2.6,5.6,0.147,0.5,1.5,2.0,1.9,1.455,3.85352272727,34.3409090909,21.4204545455,0.465909090909,0.159090909091,2.75,5.01136363636,2.88095238095
