,player_year,Player,Season_x,Age_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd,Tm,label
393,Dirk Nowitzki/2015-16,Dirk Nowitzki,2015-16,37,NBA,75,31.5,7-0,75,2364,7.6,16.9,5.7,11.7,1.9,5.2,3.8,4.3,0.8,6.7,7.4,2.0,0.8,0.8,1.3,2.5,20.9,0.448,0.483,0.368,0.504,0.893,0.555,19.0,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,110,106,4.2,2.6,6.8,0.138,1.2,-0.3,0.9,1.7,1.40770642202,2.69155963303,41.0275229358,26.8990825688,0.449541284404,0.119266055046,2.4128440367,4.70642201835,3.41558441558,DAL,8
394,Dorian FinneySmith/2016-17,Dorian FinneySmith,2016-17,23,NBA,81,20.3,6-8,35,1642,2.7,7.3,1.5,3.1,1.2,4.2,1.0,1.3,1.2,3.6,4.8,1.5,1.1,0.5,1.0,2.7,7.7,0.372,0.479,0.293,0.456,0.754,0.486,7.7,0.574,0.183,3.7,12.3,7.8,6.0,1.6,1.4,11.1,11.6,99,110,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.5,0.2,1.4143902439,4.15292682927,23.6219512195,17.8292682927,0.219512195122,0.134146341463,1.37804878049,2.42682926829,1.765625,DAL,1
395,Austin Rivers/2014-15,Austin Rivers,2014-15,22,NBA,76,20.6,6-4,5,1563,4.7,11.4,3.8,8.4,0.9,3.0,2.0,2.9,0.6,2.9,3.5,3.6,1.1,0.3,1.5,3.4,12.2,0.409,0.449,0.298,0.449,0.675,0.481,10.3,0.264,0.254,2.0,8.9,5.5,14.7,1.6,0.7,10.5,17.9,100,109,0.5,1.0,1.5,0.046,-1.7,-1.2,-2.9,-0.4,1.41891304348,4.22586956522,32.1195652174,22.7717391304,0.260869565217,0.0760869565217,0.54347826087,1.03260869565,0.943396226415,TOT,10
396,Shaun Livingston/2015-16,Shaun Livingston,2015-16,30,NBA,78,19.5,6-7,3,1520,4.8,9.0,4.8,8.7,0.0,0.3,1.9,2.2,1.0,3.0,4.0,5.6,1.4,0.6,1.8,3.3,11.6,0.536,0.548,0.167,0.538,0.86,0.581,13.8,0.032,0.245,3.2,8.5,6.0,21.0,1.8,1.3,15.7,14.2,119,106,2.9,1.7,4.6,0.145,-0.6,0.1,-0.5,0.6,1.41961538462,4.26528846154,41.3365384615,32.9423076923,1.14423076923,0.278846153846,0.894230769231,1.53846153846,1.24,GSW,2
397,OJ Mayo/2014-15,OJ Mayo,2014-15,27,NBA,71,23.9,6-5,15,1697,6.3,14.9,4.2,9.0,2.1,5.9,2.4,2.9,0.6,3.3,4.0,4.2,1.2,0.4,2.7,3.5,17.1,0.422,0.465,0.357,0.493,0.827,0.529,13.5,0.395,0.198,2.0,10.5,6.3,19.4,1.7,0.9,14.4,23.6,101,105,0.9,1.9,2.8,0.079,0.0,-1.3,-1.3,0.3,1.42102272727,3.56204545455,29.9431818182,18.1590909091,0.602272727273,0.375,0.636363636364,1.20454545455,0.965517241379,MIL,10
398,Trevor Booker/2015-16,Trevor Booker,2015-16,28,NBA,79,20.7,6-8,2,1632,4.2,8.6,3.9,7.7,0.3,0.9,1.6,2.3,3.7,6.3,10.0,1.9,1.3,0.9,1.8,3.7,10.2,0.49,0.513,0.293,0.505,0.67,0.533,14.4,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,109,102,1.8,2.6,4.3,0.128,-0.9,2.3,1.4,1.4,1.42158536585,4.1412195122,41.0365853659,34.0243902439,0.19512195122,0.109756097561,1.30487804878,2.39024390244,1.57352941176,UTA,8
399,Tim Hardaway/2014-15,Tim Hardaway,2014-15,22,NBA,70,24.0,6-6,30,1681,6.0,15.4,3.4,7.8,2.6,7.6,2.7,3.3,0.3,3.1,3.3,2.7,0.4,0.3,1.8,2.5,17.2,0.389,0.435,0.342,0.474,0.801,0.512,12.1,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,101,114,0.8,0.0,0.8,0.023,0.1,-4.2,-4.1,-0.9,1.42197530864,3.56814814815,38.987654321,27.1358024691,0.358024691358,0.135802469136,0.740740740741,1.53086419753,1.15384615385,NYK,2
400,Mirza Teletovic/2015-16,Mirza Teletovic,2015-16,30,NBA,79,21.3,6-9,1,1686,7.1,16.6,3.2,6.8,3.9,9.8,2.6,3.3,1.2,5.3,6.4,1.9,0.7,0.4,1.8,3.4,20.6,0.427,0.476,0.393,0.544,0.774,0.571,16.2,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1.0,9.0,23.4,111,110,2.9,0.9,3.8,0.109,2.3,-2.7,-0.5,0.7,1.42243902439,3.99231707317,41.6463414634,29.1829268293,0.30487804878,0.109756097561,2.0487804878,3.71951219512,2.33333333333,PHO,8
401,Wayne Ellington/2015-16,Wayne Ellington,2015-16,28,NBA,76,21.3,6-4,41,1615,4.9,12.5,2.7,6.5,2.1,6.0,1.2,1.4,0.4,3.4,3.9,1.9,1.1,0.1,1.0,1.8,13.1,0.389,0.416,0.358,0.474,0.857,0.498,10.1,0.478,0.112,1.4,10.9,6.1,7.8,1.5,0.3,7.1,17.5,101,113,0.5,0.3,0.8,0.025,-0.9,-2.3,-3.2,-0.5,1.42365853659,4.02926829268,22.9268292683,14.743902439,0.329268292683,0.109756097561,0.756097560976,1.09756097561,1.24,BRK,6
402,Vince Carter/2016-17,Vince Carter,2016-17,40,NBA,73,24.6,6-6,15,1799,3.9,9.8,1.6,3.9,2.2,5.9,1.8,2.3,0.7,3.8,4.5,2.7,1.2,0.7,1.0,3.3,11.7,0.394,0.418,0.378,0.508,0.765,0.542,11.7,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,112,108,1.9,2.1,4.0,0.106,0.1,0.9,1.0,1.4,1.42806818182,3.46613636364,31.0454545455,22.5,0.443181818182,0.0909090909091,0.829545454545,1.55681818182,1.30357142857,MEM,10
403,Glenn Robinson/2016-17,Glenn Robinson,2016-17,23,NBA,69,20.7,6-6,27,1426,4.0,8.5,2.8,5.4,1.2,3.2,1.4,1.9,1.4,4.7,6.2,1.2,1.0,0.5,0.9,1.6,10.6,0.467,0.512,0.392,0.54,0.711,0.564,11.5,0.37,0.225,4.5,14.6,9.6,4.7,1.4,1.2,9.1,12.8,112,110,1.3,1.2,2.5,0.085,-1.2,-0.2,-1.4,0.2,1.4302739726,4.17890410959,21.2876712329,15.3424657534,0.191780821918,0.0547945205479,0.904109589041,1.71232876712,1.34693877551,IND,1
404,Jerryd Bayless/2014-15,Jerryd Bayless,2014-15,26,NBA,77,22.3,6-3,4,1717,4.6,10.8,3.8,8.3,0.8,2.5,2.5,2.9,0.5,4.0,4.4,4.9,1.2,0.3,2.8,3.4,12.5,0.426,0.462,0.308,0.462,0.883,0.519,11.1,0.233,0.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,99,104,0.3,2.0,2.4,0.066,-2.3,-0.3,-2.6,-0.3,1.43420454545,3.88727272727,42.8295454545,32.5,1.14772727273,0.193181818182,0.795454545455,1.39772727273,1.18644067797,MIL,7
405,Marco Belinelli/2014-15,Marco Belinelli,2014-15,28,NBA,62,22.4,6-5,9,1388,5.2,12.2,2.9,6.2,2.2,6.0,2.2,2.6,0.7,3.4,4.1,2.4,0.8,0.1,1.6,2.2,14.7,0.423,0.471,0.374,0.515,0.848,0.553,12.4,0.489,0.211,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,107,106,1.5,1.4,2.9,0.1,0.6,-1.1,-0.5,0.5,1.43558441558,3.95753246753,30.1298701299,21.0649350649,0.467532467532,0.116883116883,0.74025974026,1.27272727273,1.32558139535,SAS,10
406,Danilo Gallinari/2014-15,Danilo Gallinari,2014-15,26,NBA,59,24.2,6-10,27,1426,5.8,14.3,3.1,6.7,2.7,7.6,4.3,4.8,0.8,4.7,5.5,2.1,1.2,0.5,1.4,2.4,18.5,0.401,0.453,0.355,0.496,0.895,0.563,16.8,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,114,109,3.0,1.0,3.9,0.132,2.3,-1.1,1.3,1.2,1.43636363636,3.58181818182,31.5,19.4090909091,0.272727272727,0.181818181818,1.19696969697,2.28787878788,1.64583333333,DEN,1
407,Joe Ingles/2014-15,Joe Ingles,2014-15,27,NBA,79,21.2,6-8,32,1673,3.2,7.6,1.6,3.3,1.5,4.3,0.6,0.9,0.5,3.3,3.8,3.9,1.5,0.2,2.1,2.7,8.5,0.415,0.493,0.356,0.517,0.75,0.533,9.6,0.571,0.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,101,106,0.5,1.6,2.2,0.062,-1.1,0.3,-0.8,0.5,1.43731707317,4.09012195122,33.6463414634,26.9390243902,0.548780487805,0.268292682927,0.487804878049,0.878048780488,0.888888888889,UTA,2
408,Manu Ginobili/2014-15,Manu Ginobili,2014-15,37,NBA,70,22.7,6-6,0,1587,5.7,13.4,3.7,7.5,2.0,5.9,3.3,4.6,0.6,4.2,4.8,6.6,1.5,0.5,3.5,3.1,16.7,0.426,0.489,0.345,0.502,0.721,0.544,16.2,0.438,0.346,2.0,12.8,7.5,28.6,2.2,0.9,18.5,23.9,103,102,1.4,2.3,3.7,0.111,1.4,0.3,1.7,1.5,1.43768292683,3.865,42.8780487805,29.9024390244,1.14634146341,0.378048780488,0.560975609756,1.0487804878,0.92,SAS,7
409,Shabazz Muhammad/2015-16,Shabazz Muhammad,2015-16,23,NBA,82,20.5,6-6,0,1682,6.8,14.6,5.8,11.3,0.9,3.3,4.0,5.2,2.1,3.6,5.7,1.1,0.5,0.1,1.5,2.0,18.5,0.465,0.516,0.289,0.498,0.764,0.548,15.2,0.223,0.355,7.0,11.4,9.2,5.2,0.7,0.3,8.2,22.8,110,114,2.6,0.2,2.7,0.077,0.0,-4.2,-4.2,-0.9,1.4387804878,4.22646341463,21.5,10.4756097561,0.134146341463,0.0731707317073,0.719512195122,1.25609756098,1.11320754717,MIN,1
410,Wayne Ellington/2014-15,Wayne Ellington,2014-15,27,NBA,65,25.8,6-4,36,1675,5.5,13.3,3.5,8.0,1.9,5.2,1.1,1.4,0.7,3.8,4.5,2.3,0.7,0.0,1.1,1.7,14.0,0.412,0.439,0.37,0.485,0.813,0.504,11.6,0.394,0.104,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,103,114,1.1,0.1,1.2,0.034,-0.4,-2.6,-3.0,-0.4,1.43914634146,3.36085365854,25.1341463415,15.7195121951,0.256097560976,0.158536585366,0.426829268293,0.743902439024,0.945945945946,LAL,10
411,Jerami Grant/2014-15,Jerami Grant,2014-15,20,NBA,65,21.2,6-8,11,1377,3.2,9.2,2.0,5.1,1.3,4.1,3.0,5.0,1.3,3.9,5.2,2.1,1.0,1.8,2.2,3.8,10.7,0.352,0.383,0.314,0.422,0.591,0.47,8.7,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,91,106,-0.9,1.4,0.5,0.019,-4.3,1.0,-3.3,-0.5,1.44085714286,4.11157142857,33.2571428571,24.7,0.414285714286,0.0857142857143,1.1,2.54285714286,1.30508474576,PHI,2
412,Luis Scola/2014-15,Luis Scola,2014-15,34,NBA,81,20.5,6-9,16,1659,6.5,13.9,6.4,13.5,0.1,0.4,3.4,4.9,3.0,8.4,11.4,2.3,1.0,0.4,2.0,4.2,16.6,0.467,0.474,0.25,0.471,0.699,0.515,16.8,0.031,0.352,9.3,25.6,17.5,11.0,1.5,0.8,11.3,22.8,104,101,1.7,2.7,4.4,0.126,-1.5,0.7,-0.7,0.5,1.44170731707,4.23707317073,43.8292682927,32.012195122,0.390243902439,0.109756097561,1.29268292683,2.69512195122,1.47222222222,IND,5
413,Marco Belinelli/2015-16,Marco Belinelli,2015-16,29,NBA,68,24.6,6-5,7,1672,5.3,13.7,3.3,7.3,2.0,6.4,2.5,3.0,0.2,2.3,2.5,2.7,0.8,0.0,1.7,2.0,15.0,0.386,0.456,0.306,0.457,0.833,0.5,9.4,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,99,113,0.2,0.3,0.5,0.014,-1.3,-2.9,-4.2,-0.9,1.44214285714,3.53035714286,27.4523809524,17.1547619048,0.452380952381,0.202380952381,0.630952380952,0.964285714286,1.2619047619,SAC,10
414,Nene Hilario/2014-15,Nene Hilario,2014-15,32,NBA,67,25.3,6-11,58,1693,6.5,12.8,6.5,12.7,0.0,0.1,2.6,4.3,1.8,5.5,7.3,2.6,1.4,0.5,2.6,3.8,15.7,0.511,0.513,0.2,0.512,0.604,0.534,14.3,0.008,0.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,100,102,0.5,2.5,3.0,0.086,-1.9,1.3,-0.6,0.6,1.44344827586,3.43091954023,35.7471264368,24.1494252874,0.48275862069,0.241379310345,1.91954022989,3.65517241379,2.28767123288,WAS,8
415,Zach Randolph/2016-17,Zach Randolph,2016-17,35,NBA,73,24.5,6-9,5,1786,8.7,19.4,8.3,17.5,0.4,1.9,2.8,3.9,3.7,8.4,12.1,2.5,0.8,0.2,2.0,2.7,20.7,0.449,0.474,0.223,0.46,0.731,0.49,18.5,0.098,0.2,11.3,27.4,19.1,13.5,1.1,0.5,8.6,29.2,103,106,0.8,2.4,3.2,0.086,-1.4,-0.7,-2.1,0.0,1.44406976744,3.52023255814,41.2441860465,25.7325581395,0.406976744186,0.174418604651,1.89534883721,3.41860465116,2.29577464789,MEM,5
416,Lance Thomas/2014-15,Lance Thomas,2014-15,26,NBA,62,24.0,6-8,37,1490,4.4,10.7,4.2,10.1,0.2,0.5,1.7,2.4,1.6,3.1,4.7,1.7,0.9,0.2,1.8,2.4,10.7,0.412,0.417,0.318,0.42,0.727,0.456,8.0,0.05,0.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,91,112,-0.9,0.4,-0.4,-0.014,-4.1,-1.6,-5.7,-1.4,1.44424657534,3.57465753425,28.7808219178,20.6164383562,0.328767123288,0.0958904109589,0.547945205479,1.09589041096,1.0,TOT,10
417,Serge Ibaka/2015-16,Serge Ibaka,2015-16,26,NBA,78,32.1,6-10,78,2500,6.0,12.5,5.1,9.9,0.9,2.6,1.3,1.7,2.0,5.6,7.7,1.0,0.5,2.1,1.6,3.0,14.2,0.479,0.52,0.326,0.513,0.752,0.533,13.9,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,108,105,2.5,3.0,5.5,0.105,-1.1,1.0,-0.1,1.2,1.44557971014,2.68782608696,25.2753623188,16.115942029,0.195652173913,0.0579710144928,2.19565217391,5.02173913043,3.25806451613,OKC,4
418,Dennis Schroder/2015-16,Dennis Schroder,2015-16,22,NBA,80,20.3,6-1,6,1621,7.3,17.3,5.6,12.0,1.7,5.3,3.2,4.0,0.6,4.0,4.5,7.8,1.6,0.2,4.1,3.1,19.5,0.421,0.465,0.322,0.471,0.791,0.51,15.5,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,97,103,-0.2,2.3,2.2,0.064,-0.5,-0.9,-1.4,0.3,1.44619565217,4.30217391304,52.9239130435,38.0869565217,1.23913043478,0.282608695652,0.510869565217,1.07608695652,0.839285714286,ATL,12
419,Raymond Felton/2016-17,Raymond Felton,2016-17,32,NBA,80,21.3,6-1,11,1700,4.7,10.9,3.7,7.8,1.0,3.0,1.1,1.4,0.7,3.9,4.6,4.0,1.4,0.5,1.8,2.6,11.4,0.43,0.473,0.319,0.475,0.781,0.496,10.9,0.28,0.125,2.2,11.8,7.1,16.3,2.0,1.1,13.3,16.5,101,109,0.2,1.8,2.0,0.055,-1.8,0.9,-0.9,0.5,1.44943181818,4.13613636364,39.75,31.0454545455,0.659090909091,0.193181818182,0.829545454545,1.39772727273,1.19672131148,LAC,2
420,Matt Barnes/2016-17,Matt Barnes,2016-17,36,NBA,74,24.0,6-7,18,1777,3.7,9.6,2.0,4.3,1.8,5.3,1.4,1.8,1.4,6.4,7.8,3.9,1.0,0.5,2.2,3.7,10.7,0.391,0.467,0.331,0.483,0.787,0.514,10.3,0.556,0.188,4.6,19.9,12.4,15.6,1.3,1.3,17.3,15.6,102,109,0.3,1.7,2.0,0.053,-1.2,0.6,-0.6,0.6,1.45011494253,4.03781609195,40.0344827586,32.0114942529,0.597701149425,0.126436781609,1.20689655172,1.96551724138,1.61538461538,TOT,8
421,CJ Watson/2014-15,CJ Watson,2014-15,30,NBA,57,24.9,6-2,21,1422,4.6,10.6,2.8,6.1,1.8,4.4,3.5,4.2,0.5,3.7,4.1,5.3,1.4,0.2,2.5,2.7,14.4,0.434,0.459,0.4,0.518,0.826,0.581,15.4,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,110,104,2.2,1.8,4.0,0.135,1.4,0.1,1.5,1.3,1.45042253521,3.49394366197,47.5633802817,37.0281690141,0.845070422535,0.197183098592,0.295774647887,0.87323943662,0.617647058824,IND,7
422,Nikola Jokic/2015-16,Nikola Jokic,2015-16,20,NBA,80,21.7,6-10,55,1733,6.4,12.5,5.8,10.7,0.6,1.7,3.2,3.9,3.8,7.9,11.6,3.9,1.6,1.0,2.2,4.3,16.5,0.512,0.541,0.333,0.535,0.811,0.582,21.5,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,118,104,4.5,2.2,6.7,0.185,2.6,2.2,4.8,3.0,1.45120481928,4.05168674699,42.2409638554,31.2048192771,0.325301204819,0.168674698795,2.57831325301,5.14457831325,2.93150684932,DEN,5
423,Alan Anderson/2014-15,Alan Anderson,2014-15,32,NBA,74,23.6,6-6,19,1744,4.0,9.1,2.5,4.7,1.5,4.3,1.7,2.1,0.6,3.6,4.2,1.7,1.2,0.1,1.2,3.1,11.3,0.443,0.53,0.348,0.526,0.812,0.563,10.6,0.477,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,109,109,1.7,1.1,2.7,0.075,0.0,-0.5,-0.5,0.6,1.45125,3.68340909091,23.8068181818,16.0795454545,0.238636363636,0.25,0.818181818182,1.42045454545,1.09090909091,BRK,1
424,Zaza Pachulia/2015-16,Zaza Pachulia,2015-16,31,NBA,76,26.4,6-11,69,2004,3.9,8.4,3.9,8.4,0.0,0.1,3.8,5.0,4.5,8.4,12.9,2.3,1.1,0.4,2.1,3.3,11.7,0.466,0.469,0.0,0.466,0.768,0.55,16.2,0.006,0.587,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,113,104,3.4,2.7,6.0,0.145,-0.8,2.2,1.4,1.7,1.45145833333,3.35770833333,35.0833333333,25.90625,0.458333333333,0.09375,3.16666666667,6.0,3.94805194805,DAL,4
425,Justin Holiday/2016-17,Justin Holiday,2016-17,27,NBA,82,20.0,6-6,4,1639,5.1,11.8,3.0,5.8,2.1,6.0,1.4,1.8,0.6,4.3,4.9,2.2,1.4,0.7,1.4,2.4,13.8,0.433,0.513,0.355,0.523,0.825,0.549,12.7,0.507,0.149,1.8,13.1,7.4,9.2,2.0,1.5,10.3,16.9,108,111,1.3,1.2,2.5,0.073,-0.3,-0.8,-1.1,0.4,1.45414634146,4.36536585366,27.487804878,19.0609756098,0.426829268293,0.109756097561,0.914634146341,1.74390243902,1.171875,NYK,10
426,Greg Monroe/2016-17,Greg Monroe,2016-17,26,NBA,81,22.5,6-11,0,1823,7.6,14.3,7.6,14.3,0.0,0.1,3.5,4.7,3.3,7.2,10.5,3.7,1.8,0.8,2.8,3.3,18.8,0.533,0.536,0.0,0.533,0.741,0.572,21.1,0.006,0.329,10.8,23.1,17.0,17.3,2.6,1.8,14.4,24.3,111,105,3.0,2.6,5.6,0.147,0.5,1.5,2.0,1.9,1.455,3.85352272727,34.3409090909,21.4204545455,0.465909090909,0.159090909091,2.75,5.01136363636,2.88095238095,MIL,8
427,Isaiah Canaan/2015-16,Isaiah Canaan,2015-16,24,NBA,77,25.5,6-0,39,1966,4.8,13.2,1.5,4.3,3.2,8.9,2.7,3.3,0.4,2.8,3.2,2.5,1.0,0.2,1.7,2.4,15.5,0.36,0.354,0.363,0.482,0.833,0.528,11.1,0.672,0.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,102,113,0.9,0.5,1.4,0.035,0.2,-2.9,-2.7,-0.4,1.45530120482,3.27975903614,39.4457831325,28.8674698795,0.409638554217,0.132530120482,0.530120481928,0.987951807229,1.07317073171,PHI,2
428,Jared Sullinger/2015-16,Jared Sullinger,2015-16,23,NBA,81,23.6,6-9,73,1915,6.6,15.2,6.1,13.2,0.5,1.9,1.9,3.0,3.6,9.0,12.7,3.5,1.4,0.9,1.9,3.9,15.7,0.435,0.458,0.282,0.453,0.64,0.476,16.7,0.128,0.2,10.6,27.0,18.7,15.5,1.9,1.9,10.4,21.8,103,100,1.3,3.6,4.8,0.121,-1.2,2.3,1.1,1.5,1.45862068966,3.80965517241,44.5977011494,31.6666666667,0.597701149425,0.172413793103,2.79310344828,5.14942528736,2.96341463415,BOS,5
429,Aaron Brooks/2014-15,Aaron Brooks,2014-15,30,NBA,82,23.0,6-0,21,1885,6.6,15.6,4.3,9.6,2.3,6.0,2.8,3.3,0.6,2.6,3.2,5.0,1.0,0.3,3.0,3.6,18.2,0.421,0.442,0.387,0.495,0.833,0.534,14.4,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,103,107,1.7,1.5,3.3,0.083,1.0,-2.4,-1.4,0.3,1.46168421053,4.13505263158,49.4421052632,35.6526315789,1.0,0.378947368421,0.463157894737,0.810526315789,0.977777777778,CHI,7
430,Sergio Rodriguez/2016-17,Sergio Rodriguez,2016-17,30,NBA,68,22.3,6-3,30,1518,5.0,12.7,2.8,6.7,2.2,6.0,0.4,0.6,0.5,3.2,3.7,8.2,1.1,0.1,3.0,2.3,12.6,0.392,0.415,0.365,0.478,0.667,0.484,11.0,0.47,0.05,1.5,9.9,5.7,35.4,1.5,0.2,18.9,19.3,99,112,-0.3,1.0,0.7,0.022,-1.6,-2.4,-4.0,-0.7,1.46268292683,3.92365853659,53.0853658537,43.1585365854,0.926829268293,0.439024390244,0.390243902439,0.585365853659,0.914285714286,PHI,7
431,Channing Frye/2014-15,Channing Frye,2014-15,31,NBA,75,24.9,6-11,51,1870,3.7,9.4,1.1,2.7,2.6,6.7,0.6,0.7,0.5,5.1,5.6,1.8,0.9,0.8,1.5,3.7,10.6,0.392,0.39,0.393,0.532,0.886,0.546,9.5,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,101,108,0.7,1.4,2.1,0.053,-0.9,0.0,-0.9,0.5,1.46481481481,3.54148148148,45.2222222222,37.4444444444,0.246913580247,0.135802469136,2.7037037037,5.20987654321,3.04166666667,ORL,0
432,Mason Plumlee/2014-15,Mason Plumlee,2014-15,24,NBA,82,21.3,6-11,45,1743,5.8,10.1,5.8,10.0,0.0,0.1,3.2,6.5,3.6,7.0,10.6,1.5,1.3,1.3,2.2,4.3,14.8,0.573,0.576,0.0,0.573,0.495,0.57,18.0,0.006,0.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,109,103,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2,1.46534090909,4.32306818182,30.625,21.1363636364,0.295454545455,0.0909090909091,3.40909090909,6.13636363636,3.48837209302,BRK,4
433,Tyler Zeller/2014-15,Tyler Zeller,2014-15,25,NBA,82,21.1,7-0,59,1731,7.1,12.9,7.1,12.9,0.0,0.0,3.2,3.9,3.0,6.6,9.7,2.4,0.4,1.1,1.6,4.3,17.3,0.549,0.549,,0.549,0.823,0.594,18.9,0.0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,119,105,4.5,2.0,6.5,0.179,0.4,0.4,0.9,1.2,1.46697674419,4.16627906977,33.476744186,23.1395348837,0.337209302326,0.116279069767,3.74418604651,7.22093023256,3.74418604651,BOS,4
434,Ryan Anderson/2015-16,Ryan Anderson,2015-16,27,NBA,66,30.4,6-10,7,2008,7.1,16.7,4.8,10.2,2.3,6.4,3.6,4.1,2.3,4.8,7.1,1.3,0.7,0.4,1.6,2.0,20.2,0.427,0.466,0.366,0.498,0.873,0.546,17.2,0.385,0.245,7.0,15.2,10.9,6.1,0.9,1.0,8.0,24.7,108,112,3.1,0.8,3.9,0.092,1.5,-2.9,-1.4,0.3,1.46989010989,2.90043956044,33.6373626374,20.3186813187,0.373626373626,0.032967032967,1.79120879121,3.18681318681,2.62903225806,NOP,8
435,Derrick Favors/2016-17,Derrick Favors,2016-17,25,NBA,50,23.7,6-10,39,1186,6.2,12.7,6.1,12.4,0.1,0.3,2.0,3.3,2.8,6.5,9.3,1.7,1.4,1.2,1.8,3.1,14.4,0.487,0.491,0.3,0.49,0.615,0.512,15.8,0.024,0.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,104,102,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6,1.47147540984,3.89262295082,38.5409836066,28.606557377,0.459016393443,0.114754098361,2.13114754098,4.34426229508,2.32142857143,UTA,8
436,Willie CauleyStein/2015-16,Willie CauleyStein,2015-16,22,NBA,66,21.4,7-0,39,1412,4.9,8.6,4.9,8.6,0.0,0.1,2.1,3.2,3.4,5.6,9.0,0.9,1.2,1.7,1.2,3.7,11.8,0.563,0.567,0.0,0.563,0.648,0.588,15.3,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,119,107,2.4,1.4,3.8,0.13,-0.8,1.5,0.7,1.0,1.47472222222,4.15416666667,20.8194444444,14.5416666667,0.236111111111,0.0694444444444,1.61111111111,3.27777777778,1.93333333333,SAC,9
437,Bismack Biyombo/2016-17,Bismack Biyombo,2016-17,24,NBA,81,22.1,6-9,27,1793,3.6,6.8,3.6,6.8,0.0,0.0,2.5,4.7,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7,0.528,0.528,,0.528,0.534,0.546,12.2,0.0,0.69,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,106,108,0.8,2.1,2.9,0.077,-4.2,2.0,-2.2,-0.1,1.47682926829,4.00182926829,38.1951219512,30.7804878049,0.378048780488,0.0243902439024,2.82926829268,5.40243902439,3.01298701299,ORL,8
438,Dante Cunningham/2016-17,Dante Cunningham,2016-17,29,NBA,66,25.0,6-8,35,1649,3.8,7.8,2.2,3.9,1.6,4.0,0.3,0.6,1.2,4.8,6.0,0.8,0.9,0.6,0.6,2.2,9.5,0.485,0.579,0.392,0.584,0.593,0.586,10.2,0.504,0.075,3.6,14.2,8.9,3.1,1.2,1.4,7.0,10.7,114,109,1.4,1.6,3.0,0.088,-1.3,0.8,-0.5,0.6,1.48888888889,3.59098765432,22.2716049383,16.962962963,0.283950617284,0.0740740740741,1.40740740741,2.28395061728,2.11111111111,NOP,1
