Player,Season_x,Age_x,Tm_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
Dwight Powell,2015-16,24,DAL,NBA,69,14.4,6-11,2,992,5.3,10.7,5.2,10.2,0.1,0.6,3.8,5.2,3,6.9,9.9,1.6,1.3,0.9,1.5,4.3,14.5,0.493,0.514,0.125,0.497,0.739,0.557,16.8,0.054,0.48,9.3,20.9,15.1,7.2,1.8,2,10,18.4,114,104,1.8,1.3,3.1,0.151,-1.3,1,-0.3,0.4,0.898965517241,3.65540229885,22.6551724138,17.2413793103,0.114942528736,0.0574712643678,1.2183908046,2.50574712644,1.85964912281
David West,2015-16,35,SAS,NBA,78,18,6-9,19,1404,6.3,11.5,6.2,11.3,0.1,0.2,1.6,2.1,1.8,6.1,7.9,3.7,1.1,1.4,1.7,3.6,14.2,0.545,0.546,0.429,0.548,0.788,0.573,17.6,0.016,0.179,6,18.6,12.5,15.4,1.6,3,12.3,18,114,98,2.4,2.9,5.4,0.184,0.1,3.3,3.4,1.9,0.89972972973,3.02288288288,24.3783783784,18.1801801802,0.27027027027,0.162162162162,1.4954954955,3.03603603604,1.97619047619
Jonathon Simmons,2015-16,26,SAS,NBA,55,14.8,6-6,2,813,5.4,10.7,4.6,8.6,0.8,2.1,3.1,4.1,0.7,3.5,4.3,2.6,1.1,0.2,2.3,4.6,14.7,0.504,0.533,0.383,0.541,0.75,0.586,11.9,0.194,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,106,102,0.7,1.3,2,0.119,-1.1,0.2,-1,0.2,0.900303030303,3.73454545455,19.6666666667,13.7121212121,0.272727272727,0.0909090909091,0.484848484848,0.681818181818,1.14285714286
Kris Humphries,2015-16,30,TOT,NBA,53,15.8,6-9,17,835,5.2,12.7,3.8,8.1,1.5,4.7,2.9,3.6,2.5,6.9,9.4,1.6,0.7,1,1.6,4.1,14.8,0.41,0.465,0.315,0.468,0.798,0.517,13.1,0.366,0.285,7.5,21.5,14.4,6.6,0.9,2.2,10.3,19.5,104,104,0.5,1.1,1.6,0.093,-2.2,-0.7,-2.9,-0.2,0.905571428571,3.47757142857,25.4285714286,18.9571428571,0.271428571429,0,1.57142857143,2.94285714286,2.03703703704
Joffrey Lauvergne,2015-16,24,DEN,NBA,59,17.6,6-11,15,1041,6.7,13.1,6.3,11.3,0.4,1.8,2.1,2.4,2.7,7.4,10,1.9,0.4,0.5,1.9,4,16.1,0.513,0.557,0.245,0.53,0.899,0.567,15.7,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,111,109,1.6,0.7,2.3,0.105,-0.9,-1.4,-2.3,-0.1,0.909367088608,3.09151898734,23.6582278481,17.0253164557,0.177215189873,0.0126582278481,1.3164556962,2.55696202532,2
Rashad Vaughn,2015-16,19,MIL,NBA,70,14.3,6-6,6,1001,2.9,9.6,1.4,4.3,1.5,5.3,0.4,0.5,0.4,2.8,3.2,1.4,1,0.6,1,2.6,7.8,0.305,0.319,0.293,0.385,0.8,0.398,4.2,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,83,112,-1.2,0.4,-0.8,-0.036,-4.3,-1.9,-6.1,-1,0.918101265823,3.88544303797,11.3164556962,7.21518987342,0.113924050633,0.0126582278481,0.455696202532,0.772151898734,1
Aaron Brooks,2015-16,31,CHI,NBA,69,16.1,6-0,0,1108,6.1,15.2,4,9.2,2.1,6,1.6,2.1,0.7,2.6,3.3,5.8,1,0.3,2.7,4.3,16,0.401,0.43,0.357,0.471,0.766,0.494,11.8,0.394,0.136,2,7.5,4.8,26,1.4,0.7,14.2,22.9,99,109,0.2,0.7,0.9,0.04,-0.5,-2.8,-3.3,-0.4,0.918554216867,3.44361445783,29.6626506024,21.5662650602,0.602409638554,0.265060240964,0.433734939759,0.710843373494,0.818181818182
Channing Frye,2015-16,32,TOT,NBA,70,17.1,6-11,32,1200,4.6,10.4,1.8,3.4,2.7,7,0.9,1,1,6,7,2.1,0.9,0.8,1.3,3.8,12.7,0.438,0.545,0.387,0.569,0.857,0.586,12.9,0.677,0.101,3.2,18.6,10.9,8.7,1.2,1.9,10.6,15.1,113,106,1.6,1.3,3,0.119,0.5,0,0.5,0.7,0.926274509804,3.37696078431,24.6470588235,19.3333333333,0.205882352941,0.0686274509804,1.22549019608,2.42156862745,1.5243902439
Boris Diaw,2015-16,33,SAS,NBA,76,18.2,6-8,4,1386,5.2,9.9,4.6,8.2,0.6,1.8,1.5,2,1.5,4.5,6.1,4.6,0.7,0.5,2.5,2.6,12.6,0.527,0.564,0.362,0.56,0.737,0.582,14,0.18,0.198,4.9,13.9,9.6,18.4,1,1.2,18.9,17,109,102,1.6,2.2,3.8,0.132,-0.1,1.4,1.2,1.1,0.928389830508,3.07423728814,27.3898305085,21.8644067797,0.389830508475,0.135593220339,1,1.91525423729,1.61643835616
E'Twaun Moore,2015-16,26,CHI,NBA,59,21.4,6-4,22,1263,5.3,11.1,4,8.1,1.3,3,0.6,1,0.5,3.2,3.8,2.8,1.1,0.5,1.5,2.9,12.6,0.481,0.491,0.452,0.541,0.629,0.548,11.4,0.267,0.09,1.6,9.3,5.5,12.1,1.5,1,11.6,15.9,105,109,0.9,1,1.8,0.07,-1.1,-0.7,-1.8,0.1,0.929801980198,2.59079207921,20.0297029703,14.6831683168,0.544554455446,0.0594059405941,0.445544554455,0.950495049505,1.125
Tim Hardaway,2015-16,23,ATL,NBA,51,16.9,6-6,1,864,4.7,11,2.7,5.1,2,5.9,2.1,2.3,0.3,3.3,3.6,2.1,0.9,0.3,1,2,13.6,0.43,0.537,0.338,0.521,0.893,0.563,11.7,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,110,106,0.9,1,1.9,0.105,-0.9,-1.2,-2.1,0,0.931666666667,3.46125,16.3472222222,11.2222222222,0.25,0.125,0.291666666667,0.625,0.7
Jason Smith,2015-16,29,ORL,NBA,76,15.5,7-0,2,1181,7.4,15.3,7.3,14.8,0.1,0.5,1.6,2,1.6,5.1,6.7,1.9,1,2,1.7,5,16.6,0.485,0.493,0.25,0.489,0.806,0.513,14.6,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,100,105,0.4,1.4,1.8,0.072,-3.1,0.6,-2.5,-0.1,0.931724137931,3.66827586207,24.4482758621,17.6551724138,0.137931034483,0.0919540229885,1.86206896552,3.54022988506,2.28169014085
Lance Stephenson,2015-16,25,TOT,NBA,69,19.9,6-5,13,1372,6,12.4,5.2,10.4,0.8,2,2.3,2.9,1,4.8,5.9,3.5,1.1,0.2,2.5,3.5,15,0.481,0.5,0.385,0.513,0.784,0.548,13.5,0.165,0.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,103,107,0.9,1.3,2.2,0.076,-1.1,-0.3,-1.4,0.2,0.931904761905,2.80552380952,20.4095238095,13.0952380952,0.295238095238,0.152380952381,0.361904761905,0.657142857143,0.883720930233
Noah Vonleh,2015-16,20,POR,NBA,78,15.1,6-10,56,1174,3.6,8.5,3.3,7.1,0.3,1.4,1.2,1.6,2.8,6.6,9.4,0.9,0.8,0.8,1.5,4.7,8.7,0.421,0.457,0.239,0.441,0.745,0.471,8.6,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,98,107,0,1.1,1.2,0.047,-4,0,-4,-0.6,0.94,3.98087912088,19.6483516484,15.4945054945,0.0989010989011,0.043956043956,1,2.01098901099,1.54237288136
Nemanja Bjelica,2015-16,27,MIN,NBA,60,17.9,6-10,0,1075,3.7,7.9,2.1,3.7,1.6,4.2,1.3,1.8,1.6,5.4,7,2.8,0.9,0.7,1.6,5.2,10.3,0.468,0.564,0.384,0.57,0.727,0.594,11.2,0.532,0.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,114,110,1.4,0.6,1.9,0.087,0.5,-0.2,0.3,0.6,0.959102564103,3.20743589744,28.1923076923,23.7051282051,0.346153846154,0.0641025641026,1.48717948718,2.51282051282,2.18867924528
Shelvin Mack,2015-16,25,TOT,NBA,52,20.3,6-3,27,1058,6.2,14.1,4.9,9.9,1.3,4.3,1.5,2.1,0.4,3.9,4.4,6.4,1.2,0.1,3.2,2.4,15.2,0.439,0.493,0.312,0.486,0.738,0.507,13.6,0.301,0.147,1.4,12.5,7,30.6,1.7,0.2,17.7,23.3,99,106,0.2,1.2,1.3,0.061,-0.5,-0.8,-1.2,0.2,0.961325301205,2.8113253012,33.265060241,25.3734939759,0.421686746988,0.240963855422,0.349397590361,0.614457831325,1
Richard Jefferson,2015-16,35,CLE,NBA,74,17.9,6-7,5,1326,3.9,8.5,2.1,3.8,1.8,4.7,1.6,2.4,0.4,3.1,3.5,1.6,0.9,0.4,1.2,3.5,11.1,0.458,0.554,0.382,0.564,0.667,0.585,9.7,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,112,107,1.4,1.3,2.7,0.099,-0.5,-0.3,-0.8,0.4,0.962434782609,3.21347826087,17.1652173913,11.9739130435,0.24347826087,0.0782608695652,0.565217391304,1,0.955882352941
Archie Goodwin,2015-16,21,PHO,NBA,57,19.5,6-5,13,1114,5.7,13.6,4.9,10.4,0.7,3.2,4.2,6.2,0.9,3.7,4.6,3.8,0.9,0.4,3.2,2.7,16.3,0.417,0.474,0.232,0.444,0.674,0.498,11.1,0.235,0.457,2.6,11.5,6.9,17.2,1.2,1,16.5,23.2,95,111,-0.4,0.5,0.1,0.004,-2.9,-1.7,-4.6,-0.7,0.97243902439,3.02048780488,28.9268292683,20.1585365854,0.451219512195,0.146341463415,0.487804878049,0.878048780488,1
Bobby Portis,2015-16,20,CHI,NBA,62,17.8,6-11,4,1102,6.1,14.2,5.6,12.5,0.5,1.7,1.6,2.2,4,7,11,1.7,0.8,0.7,1.8,3.3,14.2,0.427,0.443,0.308,0.445,0.727,0.469,13.8,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,100,106,0.3,1.3,1.5,0.066,-2.4,-0.9,-3.3,-0.4,0.975662650602,3.31927710843,24.6385542169,17.6506024096,0.204819277108,0.0602409638554,1.49397590361,2.77108433735,2.06666666667
Aron Baynes,2015-16,29,DET,NBA,81,15.2,6-10,1,1233,5.7,11.2,5.7,11.2,0,0.1,3.7,4.8,4.1,7.1,11.2,1.5,0.6,1.5,2,4.4,15,0.505,0.508,0,0.505,0.764,0.563,17.8,0.005,0.43,11.9,22.5,17,6.6,0.9,3.2,12.8,18.5,114,104,2.4,1.7,4.1,0.158,-1.3,1.1,-0.2,0.6,0.97625,3.9,17.4659090909,11.2613636364,0.181818181818,0.0454545454545,2.46590909091,4.69318181818,2.67901234568
Darrell Arthur,2015-16,27,DEN,NBA,70,21.7,6-9,16,1516,5.2,11.6,4.2,8.8,1.1,2.8,0.9,1.3,2,4.9,7,2.3,1.3,1.1,1.6,4.4,12.5,0.452,0.473,0.385,0.498,0.755,0.514,12.5,0.239,0.108,6.2,15.4,10.7,10,1.8,2.6,11.4,16.7,104,108,1,1.3,2.3,0.072,-1.2,0.8,-0.3,0.6,0.98375,2.73903846154,22.875,16.7692307692,0.153846153846,0.0961538461538,1.34615384615,2.74038461538,2.12121212121
Marcus Thornton,2015-16,28,TOT,NBA,61,18.2,6-4,8,1109,7,17.6,4.1,8.8,3,8.8,2.2,2.6,1.2,3.6,4.9,2.8,1.5,0.1,1.7,2.9,19.2,0.399,0.46,0.337,0.482,0.848,0.511,14.7,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,104,110,1,0.7,1.7,0.074,0.7,-2.9,-2.1,0,0.985641025641,3.33179487179,21.0128205128,12.3846153846,0.24358974359,0.153846153846,0.410256410256,0.628205128205,1
Jeremy Lamb,2015-16,23,CHO,NBA,66,18.6,6-5,0,1227,6.7,15,5.1,9.7,1.6,5.3,1.9,2.6,1.3,6.1,7.4,2.3,1.2,0.9,1.5,3.1,17,0.451,0.529,0.309,0.506,0.727,0.529,15.9,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2,8.4,22,104,103,1,1.8,2.7,0.107,-0.6,0.1,-0.5,0.4,1.00233333333,3.33388888889,20.6444444444,13.2666666667,0.288888888889,0.122222222222,0.588888888889,1,1.15217391304
Jordan Hill,2015-16,28,IND,NBA,73,20.7,6-10,11,1513,6.6,13.1,6.6,13,0,0,2.1,3,3.7,7,10.7,2.1,0.9,0.9,2.2,3.7,15.3,0.506,0.507,0,0.506,0.712,0.534,16.4,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,106,102,1.6,2.3,3.9,0.124,-1.7,0.9,-0.7,0.5,1.01603960396,3.11158415842,29.0396039604,21.1089108911,0.168316831683,0.138613861386,2.05940594059,3.87128712871,2.73684210526
Jon Leuer,2015-16,26,PHO,NBA,67,18.7,6-10,27,1255,6.4,13.4,5.2,10.2,1.2,3.2,2.2,2.9,2.2,8.5,10.7,2.1,1.1,0.9,2.2,3.6,16.3,0.481,0.511,0.382,0.526,0.762,0.555,16.2,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,107,106,1.4,1.3,2.7,0.103,-1.3,0.3,-1,0.3,1.01977777778,3.30188888889,26.9555555556,19.8,0.244444444444,0.0333333333333,1.62222222222,3.16666666667,2.31746031746
Tim Duncan,2015-16,39,SAS,NBA,61,25.2,6-11,60,1536,5,10.3,5,10.3,0,0,2.2,3.1,2.7,7.8,10.5,3.8,1.1,1.8,2.1,2.9,12.2,0.488,0.49,0,0.488,0.702,0.523,16.9,0.005,0.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,107,96,1.6,3.6,5.2,0.163,-0.8,5,4.1,2.4,1.01990909091,2.48327272727,28.7090909091,21.4090909091,0.272727272727,0.109090909091,2.07272727273,4.45454545455,3.30434782609
Tony Allen,2015-16,34,MEM,NBA,64,25.3,6-4,57,1620,4.8,10.4,4.4,9.5,0.3,0.9,2,3.1,2.3,4.3,6.6,1.6,2.4,0.4,1.7,3.9,11.9,0.458,0.468,0.357,0.474,0.652,0.505,12.9,0.09,0.294,7,14.1,10.4,6.9,3.5,1,12.8,16.8,101,105,0.5,1.9,2.4,0.072,-1.5,1.4,-0.1,0.8,1.02827586207,2.45844827586,18.0517241379,11.8103448276,0.146551724138,0.0775862068966,0.448275862069,0.801724137931,1.2380952381
Joe Ingles,2015-16,28,UTA,NBA,81,15.3,6-8,2,1241,3.6,8.4,1.2,2.3,2.3,6.1,0.4,0.5,0.6,3.8,4.4,2.8,1.6,0.1,1.9,2.8,9.9,0.426,0.531,0.386,0.565,0.722,0.572,10.3,0.722,0.062,1.8,12.4,7.1,12.1,2.3,0.3,17.9,13.5,105,105,0.7,1.6,2.3,0.089,-0.3,0.4,0.1,0.7,1.03597560976,4.10743902439,25.2926829268,20.0243902439,0.19512195122,0.268292682927,0.40243902439,0.756097560976,0.970588235294
Tyson Chandler,2015-16,33,PHO,NBA,66,24.5,7-1,60,1618,4.1,7,4.1,7,0,0,2.4,3.8,3.9,8.9,12.8,1.4,0.8,1,2.1,3.2,10.5,0.583,0.585,0,0.583,0.62,0.606,14.7,0.003,0.545,11.5,27.5,19.3,6,1.1,2.2,19.3,12.7,114,107,2.1,1.6,3.8,0.112,-1.9,1.3,-0.5,0.6,1.0422,2.5721,27.56,22.15,0.27,0.1,1.8,3.44,2.8125
Kyle Anderson,2015-16,22,SAS,NBA,78,16,6-9,11,1245,4,8.5,3.6,7.5,0.3,1.1,1.8,2.4,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1,0.468,0.488,0.324,0.488,0.747,0.528,12.9,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,104,97,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2,1.05333333333,4.06795698925,25.4193548387,19.9462365591,0.462365591398,0.161290322581,0.505376344086,1.06451612903,0.88679245283
Tayshaun Prince,2015-16,35,MIN,NBA,77,19,6-9,44,1462,2.5,5.6,2.4,5.1,0.1,0.6,0.3,0.5,0.8,2.8,3.6,1.8,0.9,0.3,0.7,1.5,5.4,0.445,0.476,0.174,0.454,0.684,0.466,6.3,0.1,0.083,2.6,9,5.8,7,1.2,0.7,10.2,8.1,100,113,0.1,0.3,0.4,0.014,-2.9,-0.2,-3.1,-0.4,1.05384615385,3.35274725275,16.1758241758,12.9120879121,0.241758241758,0.021978021978,0.681318681319,1.20879120879,1.26530612245
Mike Scott,2015-16,27,ATL,NBA,75,15.3,6-8,0,1146,5.5,11.8,3.6,6.8,1.9,5,1.6,2,1.7,4.8,6.5,2.5,0.8,0.5,1.3,3.2,14.6,0.468,0.523,0.392,0.551,0.794,0.575,14,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,112,104,1.7,1.5,3.2,0.132,-0.2,-0.4,-0.6,0.4,1.06,4.13155555556,23.0777777778,16.9777777778,0.222222222222,0.0555555555556,0.766666666667,1.65555555556,1.09523809524
Terrence Jones,2015-16,24,HOU,NBA,50,20.9,6-9,11,1044,5.7,12.7,4.9,9.9,0.9,2.7,2.7,4,2.1,5.1,7.3,1.4,0.8,1.3,1.7,3,15,0.452,0.49,0.316,0.486,0.664,0.519,13.5,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,104,109,0.8,0.7,1.5,0.068,-2.4,-1,-3.4,-0.4,1.06144927536,3.03420289855,25.1014492754,17.5507246377,0.188405797101,0.0724637681159,1.59420289855,3.13043478261,2.24489795918
JaKarr Sampson,2015-16,22,TOT,NBA,73,15.9,6-9,40,1160,4.3,9.8,3.9,7.9,0.4,2,2.5,3.8,1.4,4.5,5.9,1.4,0.7,1,2.2,4.4,11.6,0.442,0.496,0.222,0.464,0.656,0.504,8.3,0.199,0.385,4.2,14,9,6.2,1,2.2,15.9,16.6,94,110,-0.5,0.6,0.1,0.006,-4.6,-0.8,-5.4,-1,1.066875,4.075125,16.975,10.7,0.225,0.0125,0.9,1.875,1.28571428571
Luc Mbah a Moute,2015-16,29,LAC,NBA,75,17,6-8,61,1274,2.7,5.8,2.3,4.7,0.4,1.1,0.8,1.6,1.7,3.1,4.8,0.8,1.2,0.5,1,2.8,6.5,0.454,0.485,0.325,0.486,0.526,0.498,7.3,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,101,106,0.2,1.3,1.6,0.059,-3,1.5,-1.6,0.1,1.07112359551,3.75134831461,13.0786516854,9.68539325843,0.168539325843,0.0786516853933,0.741573033708,1.49438202247,1.08196721311
Thabo Sefolosha,2015-16,31,ATL,NBA,75,23.4,6-7,11,1758,3.8,7.6,3,5.1,0.9,2.5,1.3,2,1.1,5.8,6.8,2.2,1.7,0.8,1.4,2.2,9.8,0.505,0.589,0.339,0.562,0.626,0.578,12.4,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,108,100,1.3,3.2,4.5,0.122,-1.7,2.8,1.1,1.4,1.07201550388,2.78480620155,24.1162790698,19.0697674419,0.325581395349,0.0852713178295,0.705426356589,1.31782945736,1.31884057971
Ty Lawson,2015-16,28,TOT,NBA,66,21.4,5-11,13,1411,3.5,9,2.6,6.3,0.9,2.8,1.5,2.2,0.7,2.4,3.1,6,1.4,0.2,2.4,2.2,9.5,0.393,0.419,0.333,0.444,0.686,0.476,9.7,0.305,0.243,2,7.4,4.7,24.6,1.9,0.4,19.5,14.9,100,111,0.2,0.7,0.9,0.031,-2.7,-2,-4.6,-0.9,1.07887755102,3.20102040816,30.8265306122,24.2653061224,0.602040816327,0.265306122449,0.479591836735,0.714285714286,1.09302325581
Nene Hilario,2015-16,33,WAS,NBA,57,19.2,6-11,11,1094,6.9,12.6,6.9,12.5,0,0.1,3.5,6.1,1.7,6.8,8.5,3.2,1.8,0.9,2.5,5.1,17.3,0.544,0.549,0,0.544,0.578,0.564,16.8,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14,21.6,106,103,1.1,1.6,2.7,0.12,-1.6,1.8,0.2,0.6,1.08044776119,3.38820895522,27.5970149254,18.7611940299,0.134328358209,0.194029850746,1.82089552239,3.5223880597,2.34615384615
Lavoy Allen,2015-16,26,IND,NBA,79,20.2,6-9,28,1599,4.3,8.3,4.3,8.3,0,0,1,1.6,3.6,5.9,9.5,1.7,0.6,0.9,1.6,3.3,9.6,0.516,0.516,,0.516,0.63,0.532,12.4,0,0.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13,110,104,1.6,2.1,3.7,0.11,-2.1,1.4,-0.6,0.6,1.08844660194,3.36786407767,26.1553398058,20.7766990291,0.330097087379,0.145631067961,1.33980582524,2.66990291262,1.86486486486
Chris Bosh,2015-16,31,MIA,NBA,53,33.5,6-11,53,1778,7.2,15.5,5.6,11,1.6,4.5,4.3,5.4,1,6.9,7.9,2.6,0.7,0.7,1.6,2,20.4,0.467,0.508,0.365,0.52,0.795,0.571,20.2,0.289,0.349,3.2,21.1,12.4,12.1,1,1.5,8.1,24.7,114,104,4.1,2.3,6.4,0.172,2.3,-0.3,2.1,1.8,1.09392156863,1.95696078431,33.2549019608,22.6960784314,0.254901960784,0.0490196078431,1.32352941176,2.64705882353,2.59615384615
Anthony Tolliver,2015-16,30,DET,NBA,72,18.6,6-8,5,1341,3.4,8.9,0.8,1.6,2.6,7.3,0.8,1.3,1,5.1,6.1,1.4,0.7,0.4,0.8,2.3,10.3,0.386,0.5,0.36,0.533,0.617,0.543,10.2,0.819,0.142,3.1,16.1,9.3,5.6,1,0.9,7.4,12.4,113,107,1.5,1.3,2.8,0.1,0,0,0,0.7,1.10337209302,3.65313953488,25.6860465116,20.7558139535,0.151162790698,0.093023255814,1.01162790698,1.95348837209,1.47457627119
Andrew Bogut,2015-16,31,GSW,NBA,70,20.7,7-0,66,1451,4.3,6.9,4.3,6.9,0,0,0.6,1.2,3,9.2,12.2,4,0.8,2.8,2.1,5.5,9.3,0.627,0.626,1,0.629,0.48,0.623,15.9,0.004,0.179,9.5,26,18.3,14.8,1.1,5.8,21.6,11.4,120,99,2.6,2.9,5.4,0.18,-0.6,5.1,4.5,2.4,1.10844660194,3.36805825243,31.3980582524,25.9902912621,0.611650485437,0.0485436893204,2.33009708738,5.1067961165,2.82352941176
Corey Brewer,2015-16,29,HOU,NBA,82,20.4,6-9,12,1669,4.6,11.9,3.3,7.1,1.3,4.8,2.3,3,0.9,3.4,4.3,2.4,1.8,0.4,1.7,3.6,12.7,0.384,0.46,0.272,0.439,0.75,0.481,9.9,0.406,0.254,2.8,10.4,6.6,10,2.5,0.9,11.3,17.8,98,109,0.1,1.2,1.2,0.035,-2.2,-1,-3.1,-0.5,1.10947826087,3.32356521739,17.9391304348,11.0260869565,0.313043478261,0.15652173913,0.730434782609,1.21739130435,1.23529411765
Jerian Grant,2015-16,23,NYK,NBA,76,16.6,6-4,6,1265,4.4,11.1,3.8,8.3,0.6,2.8,2.7,3.5,0.7,3.4,4.1,5,1.4,0.3,2.5,2.8,12.1,0.394,0.454,0.22,0.422,0.78,0.479,11.2,0.256,0.315,2,10.2,6.2,21.8,2,0.6,16.3,19,97,108,-0.2,1,0.8,0.03,-2.3,-1.1,-3.4,-0.5,1.10975609756,4.02231707317,36.0243902439,28.3658536585,0.69512195122,0.134146341463,0.646341463415,1.28048780488,1.08163265306
Tony Snell,2015-16,24,CHI,NBA,64,20.3,6-7,33,1301,3.5,9.4,1.9,5.1,1.5,4.3,0.8,0.9,0.5,5,5.5,1.7,0.4,0.5,1.4,2.8,9.4,0.372,0.38,0.361,0.454,0.909,0.478,6.4,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,93,109,-0.5,1,0.4,0.016,-3.4,-0.7,-4.1,-0.7,1.11048192771,3.2865060241,16.3734939759,10.9518072289,0.265060240964,0.120481927711,0.771084337349,1.42168674699,1.33333333333
Jonas Jerebko,2015-16,28,BOS,NBA,78,15.1,6-10,0,1176,3.6,8.8,2.3,5.4,1.3,3.3,1.9,2.4,2.4,6.5,8.8,1.9,0.6,0.7,1.6,4.2,10.4,0.413,0.421,0.398,0.488,0.782,0.531,10.3,0.378,0.273,6.8,19.4,13,7.4,0.8,1.6,14,13.5,107,104,0.9,1.5,2.4,0.097,-2.5,0.4,-2,0,1.12,4.19764705882,27.2941176471,21.7176470588,0.341176470588,0.0823529411765,1.07058823529,2.09411764706,1.4
Randy Foye,2015-16,32,TOT,NBA,81,20.3,6-4,8,1642,3.7,10.6,2.1,5.1,1.6,5.5,1.3,1.6,0.5,2.9,3.4,3.5,0.9,0.6,1.9,2.9,10.4,0.351,0.405,0.3,0.428,0.824,0.461,7.6,0.519,0.154,1.6,8.8,5.2,14.1,1.2,1.4,14.3,15.9,95,111,-0.4,0.9,0.4,0.012,-2.3,-1.3,-3.6,-0.6,1.12234234234,3.52306306306,25.5315315315,18.6576576577,0.522522522523,0.225225225225,0.513513513514,1.02702702703,0.876923076923
Kosta Koufos,2015-16,26,SAC,NBA,78,19,7-0,14,1482,5.7,10.8,5.7,10.8,0,0,1.4,2.5,4.1,6.2,10.3,0.8,1,1.7,1.2,4.5,12.9,0.532,0.532,,0.532,0.548,0.54,15.1,0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,113,107,2.1,1.4,3.5,0.113,-1.6,0.4,-1.2,0.3,1.12458333333,3.52822916667,20.6041666667,14.28125,0.104166666667,0.0833333333333,2.04166666667,4.26041666667,2.68493150685
Ian Mahinmi,2015-16,29,IND,NBA,71,25.6,6-11,71,1816,5.2,8.9,5.2,8.9,0,0,2.6,4.5,2.7,7.3,10.1,2.1,1.3,1.5,2,4.4,13.1,0.589,0.589,,0.589,0.587,0.603,16.6,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,114,100,2.9,3.3,6.2,0.163,-0.9,3.3,2.4,2,1.12975,2.66375,26.8833333333,20.5083333333,0.266666666667,0.108333333333,2.06666666667,4.26666666667,3.26315789474
Toney Douglas,2015-16,29,NOP,NBA,61,20.7,6-2,18,1262,5.2,12.7,2.9,6.9,2.3,5.8,2.4,2.8,0.7,3.4,4.1,4.5,2,0.1,1.8,3.7,15.1,0.411,0.421,0.399,0.502,0.848,0.543,14.7,0.456,0.222,2.1,10.7,6.3,19.1,2.8,0.3,11.6,19.4,108,109,1.6,0.9,2.5,0.094,1.4,-0.9,0.5,0.8,1.15094117647,3.364,30.0117647059,22.3294117647,0.270588235294,0.0941176470588,0.364705882353,0.576470588235,0.939393939394
Patty Mills,2015-16,27,SAS,NBA,81,20.5,6-0,3,1662,5.6,13.3,3,6.3,2.7,6.9,1,1.3,0.6,2.8,3.4,4.9,1.3,0.1,1.6,2.2,14.9,0.425,0.469,0.384,0.525,0.81,0.541,14.6,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,109,102,2.2,2.6,4.8,0.139,2.1,-0.4,1.7,1.6,1.15341269841,3.45873015873,33.5793650794,26.1349206349,0.555555555556,0.134920634921,0.349206349206,0.547619047619,0.977777777778
